mediadive_id	name	complex_medium	source	link	min_pH	max_pH	reference	description	solutions	ingredents
mediadive.medium:1617	TRYPTIC SOY BROTH MEDIUM (SIGMA T8907-1KG)	1	DSMZ	https://www.dsmz.de/microorganisms/medium/pdf/DSMZ_Medium1617.pdf	7.3	7.3			{3364: 'Main sol. 1617'}	{'Casein': 'CHEBI:3448', 'Soya pepton': 'CAS-RN:91079-46-8', 'D(+)-Glucose': 'CHEBI:17634', 'NaCl': 'CHEBI:26710', 'K2HPO4': 'CHEBI:131527', 'Distilled water': 'CHEBI:15377'}
mediadive.medium:1618	TRYPTONE YEAST EXTRACT GLUCOSE MEDIUM (TYG)	1	DSMZ	https://www.dsmz.de/microorganisms/medium/pdf/DSMZ_Medium1618.pdf	7	7			{3365: 'Main sol. 1618'}	{'Tryptone': 'CAS-RN:91079-40-2', 'Yeast extract': 'CAS-RN:8013-01-2', 'D-Glucose': 'CHEBI:17634', 'KCl': 'CHEBI:32588', 'NaCl': 'CHEBI:26710', 'MgSO4 x 7 H2O': 'CHEBI:31795', 'K2HPO4': 'CHEBI:131527', 'CaCl2 x 2 H2O': 'CHEBI:86158', 'K2SO4': 'CHEBI:32036', 'Na2SO4': 'CHEBI:32149', 'NaHCO3': 'CHEBI:32139', 'Na2CO3': 'CHEBI:29377', 'Fe(III)-EDTA': 'CHEBI:30729', 'Agar': 'CHEBI:2509', 'Distilled water': 'CHEBI:15377'}
mediadive.medium:1619	ISP 7 MEDIUM	1	DSMZ	https://www.dsmz.de/microorganisms/medium/pdf/DSMZ_Medium1619.pdf					{3366: 'Main sol. 1619'}	{'ISP 7 Medium': 'mediadive.ingredient:1467', 'Glycerol': 'CHEBI:17754', 'Distilled water': 'CHEBI:15377'}
mediadive.medium:1620	POLYMORHOBACTER MEDIUM	1	DSMZ	https://www.dsmz.de/microorganisms/medium/pdf/DSMZ_Medium1620.pdf					{3367: 'Main sol. 1620'}	{'Tryptone': 'CAS-RN:91079-40-2', 'Yeast extract': 'CAS-RN:8013-01-2', 'NaCl': 'CHEBI:26710', 'Tap water': 'CHEBI:15377'}
mediadive.medium:1621	MARINIBACTRUM MEDIUM	1	DSMZ	https://www.dsmz.de/microorganisms/medium/pdf/DSMZ_Medium1621.pdf					{3368: 'Main sol. 1621', 505: 'Artificial sea water'}	{'Marine Broth': 'mediadive.ingredient:545', 'Sea water': 'mediadive.ingredient:286', 'Distilled water': 'CHEBI:15377', 'NaCl': 'CHEBI:26710', 'KCl': 'CHEBI:32588', 'CaCl2 x 2 H2O': 'CHEBI:86158', 'MgCl2 x 6 H2O': 'CHEBI:86345', 'NaHCO3': 'CHEBI:32139', 'MgSO4 x 7 H2O': 'CHEBI:31795'}
mediadive.medium:1622	RUGOSIBACTER MEDIUM	0	DSMZ	https://www.dsmz.de/microorganisms/medium/pdf/DSMZ_Medium1622.pdf	6.8	7.2			{3370: 'Main sol. 1622', 3371: 'Solution A', 3372: 'Solution B', 595: 'Trace element solution SL-10'}	{'Solution A': 'mediadive.solution:3371', 'Solution B': 'mediadive.solution:3372', 'Vitamin B12': 'CHEBI:17439', 'KH2PO4': 'CHEBI:63036', 'Na2HPO4 x 2 H2O': 'CHEBI:34683', 'Distilled water': 'CHEBI:15377', 'NH4NO3': 'CAS-RN:6484-52-2', 'MgSO4 x 7 H2O': 'CHEBI:31795', 'CaCl2 x 2 H2O': 'CHEBI:86158', 'Na-pyruvate': 'CHEBI:50144', 'Trace element solution SL-10': 'mediadive.solution:595', 'HCl': 'CHEBI:17883', 'FeCl2 x 4 H2O': 'CHEBI:86249', 'ZnCl2': 'CHEBI:49976', 'MnCl2 x 4 H2O': 'CHEBI:86368', 'H3BO3': 'CHEBI:33118', 'CoCl2 x 6 H2O': 'CHEBI:35696', 'CuCl2 x 2 H2O': 'CHEBI:86318', 'NiCl2 x 6 H2O': 'CHEBI:34887', 'Na2MoO4 x 2 H2O': 'CHEBI:75213'}
mediadive.medium:1623	HALF-CONCENTRATED LB (Luria-Bertani) MEDIUM	1	DSMZ	https://www.dsmz.de/microorganisms/medium/pdf/DSMZ_Medium1623.pdf	7	7			{3374: 'Main sol. 1623'}	{'Tryptone': 'CAS-RN:91079-40-2', 'Yeast extract': 'CAS-RN:8013-01-2', 'NaCl': 'CHEBI:26710', 'Agar': 'CHEBI:2509', 'Distilled water': 'CHEBI:15377'}
mediadive.medium:1624	METHYLOPHAGA MURALIS MEDIUM	0	DSMZ	https://www.dsmz.de/microorganisms/medium/pdf/DSMZ_Medium1624.pdf	9	9			{3375: 'Main sol. 1624'}	{'KH2PO4': 'CHEBI:63036', 'KNO3': 'CHEBI:58242', 'MgSO4 x 7 H2O': 'CHEBI:31795', 'NaCl': 'CHEBI:26710', 'Distilled water': 'CHEBI:15377'}
mediadive.medium:1625	TAP WATER YEAST EXTRACT MEDIUM (TWYE)	1	DSMZ	https://www.dsmz.de/microorganisms/medium/pdf/DSMZ_Medium1625.pdf					{3376: 'Main sol. 1625'}	{'Yeast extract': 'CAS-RN:8013-01-2', 'K2HPO4': 'CHEBI:131527', 'Agar': 'CHEBI:2509', 'Tap water': 'CHEBI:15377'}
mediadive.medium:1626	YEAST EXTRACT MANITOL MEDIUM (YEM)	1	DSMZ	https://www.dsmz.de/microorganisms/medium/pdf/DSMZ_Medium1626.pdf	7	7			{3377: 'Main sol. 1626'}	{'Yeast extract': 'CAS-RN:8013-01-2', 'Mannitol': 'CHEBI:29864', 'K2HPO4': 'CHEBI:131527', 'MgSO4 x 7 H2O': 'CHEBI:31795', 'NaCl': 'CHEBI:26710', 'Agar': 'CHEBI:2509', 'Distilled water': 'CHEBI:15377'}
mediadive.medium:1627	ACIDIBACTER MEDIUM	1	DSMZ	https://www.dsmz.de/microorganisms/medium/pdf/DSMZ_Medium1627.pdf	5	5			{3378: 'Main sol. 1627', 3379: 'Salt solution'}	{'Glucose': 'CHEBI:17234', 'Yeast extract': 'CAS-RN:8013-01-2', 'Salt solution': 'mediadive.solution:3379', 'Distilled water': 'CHEBI:15377', 'Na2SO4': 'CHEBI:32149', '(NH4)2SO4': 'CHEBI:62946', 'KCl': 'CHEBI:32588', 'MgSO4 x 7 H2O': 'CHEBI:31795', 'KH2PO4': 'CHEBI:63036', 'Ca(NO3)2 x 4 H2O': 'CHEBI:86159'}
mediadive.medium:1628	M408 MEDIUM	1	DSMZ	https://www.dsmz.de/microorganisms/medium/pdf/DSMZ_Medium1628.pdf	7	7			{3380: 'Main sol. 1628'}	{'Yeast extract': 'CAS-RN:8013-01-2', 'Mannitol': 'CHEBI:29864', 'K2HPO4': 'CHEBI:131527', 'MgSO4 x 7 H2O': 'CHEBI:31795', 'NaCl': 'CHEBI:26710', 'Agar': 'CHEBI:2509', 'Distilled water': 'CHEBI:15377'}
mediadive.medium:1629	MINIMAL MEDIA CONTAINING METHANOL	0	DSMZ	https://www.dsmz.de/microorganisms/medium/pdf/DSMZ_Medium1629.pdf	7.1	7.1			{3381: 'Main sol. 1629'}	{'NH4Cl': 'CHEBI:31206', 'MgSO4 x 7 H2O': 'CHEBI:31795', 'K2HPO4': 'CHEBI:131527', 'NaH2PO4 x 2 H2O': 'CHEBI:37585', 'Na2-EDTA': 'CHEBI:64734', 'FeSO4 x 6 H2O': 'CHEBI:75832', 'ZnSO4 x 7 H2O': 'CHEBI:32312', 'CoCl2 x 6 H2O': 'CHEBI:35696', 'MnCl2 x 4 H2O': 'CHEBI:86368', 'H3BO3': 'CHEBI:33118', 'Na2MoO4 x 2 H2O': 'CHEBI:75213', 'CuSO4 x 2 H2O': 'CHEBI:23414', 'CaCl2 x 6 H2O': 'CHEBI:91243', 'Methanol': 'CHEBI:17790', 'Agar': 'CHEBI:2509', 'Distilled water': 'CHEBI:15377'}
mediadive.medium:1630	NITROSOSPHAERA MEDIUM	0	DSMZ	https://www.dsmz.de/microorganisms/medium/pdf/DSMZ_Medium1630.pdf	7.5	7.5			"{3382: 'Main sol. 1630', 3383: 'HEPES buffer solution', 1474: 'Trace element solution SL-11', 242: ""Wolin's vitamin solution""}"	"{'NaCl': 'CHEBI:26710', 'MgCl2 x 6 H2O': 'CHEBI:86345', 'CaCl2 x 2 H2O': 'CHEBI:86158', 'KH2PO4': 'CHEBI:63036', 'KCl': 'CHEBI:32588', 'Na2SO4': 'CHEBI:32149', 'HEPES buffer solution': 'mediadive.solution:3383', 'NH4Cl': 'CHEBI:31206', 'Trace element solution SL-11': 'mediadive.solution:1474', 'Na-pyruvate': 'CHEBI:50144', 'NaHCO3': 'CHEBI:32139', ""Wolin's vitamin solution"": 'mediadive.solution:242', 'Distilled water': 'CHEBI:15377', 'NaOH': 'CHEBI:32145', 'HEPES': 'CHEBI:46756', 'Na2-EDTA x 2 H2O': 'CHEBI:64734', 'FeCl2 x 4 H2O': 'CHEBI:86249', 'ZnCl2': 'CHEBI:49976', 'MnCl2 x 4 H2O': 'CHEBI:86368', 'H3BO3': 'CHEBI:33118', 'CoCl2 x 6 H2O': 'CHEBI:35696', 'CuCl2 x 2 H2O': 'CHEBI:86318', 'NiCl2 x 6 H2O': 'CHEBI:34887', 'Na2MoO4 x 2 H2O': 'CHEBI:75213', 'Biotin': 'CHEBI:15956', 'Folic acid': 'CHEBI:27470', 'Pyridoxine hydrochloride': 'CHEBI:30961', 'Thiamine HCl': 'CHEBI:49105', 'Riboflavin': 'CHEBI:17015', 'Nicotinic acid': 'CHEBI:15940', 'Calcium D-(+)-pantothenate': 'CHEBI:1687714', 'Vitamin B12': 'CHEBI:17439', 'p-Aminobenzoic acid': 'CHEBI:30753', '(DL)-alpha-Lipoic acid': 'CHEBI:16494'}"
mediadive.medium:1630a	NITROSOPUMILUS MEDIUM	0	DSMZ	https://www.dsmz.de/microorganisms/medium/pdf/DSMZ_Medium1630a.pdf	7.2	7.2			"{3384: 'Main sol. 1630a', 3383: 'HEPES buffer solution', 1474: 'Trace element solution SL-11', 242: ""Wolin's vitamin solution""}"	"{'NaCl': 'CHEBI:26710', 'MgSO4 x 7 H2O': 'CHEBI:31795', 'MgCl2 x 6 H2O': 'CHEBI:86345', 'CaCl2 x 2 H2O': 'CHEBI:86158', 'KBr': 'CHEBI:32030', 'KH2PO4': 'CHEBI:63036', 'HEPES buffer solution': 'mediadive.solution:3383', 'NH4Cl': 'CHEBI:31206', 'Trace element solution SL-11': 'mediadive.solution:1474', 'Na-pyruvate': 'CHEBI:50144', 'NaHCO3': 'CHEBI:32139', ""Wolin's vitamin solution"": 'mediadive.solution:242', 'Distilled water': 'CHEBI:15377', 'NaOH': 'CHEBI:32145', 'HEPES': 'CHEBI:46756', 'Na2-EDTA x 2 H2O': 'CHEBI:64734', 'FeCl2 x 4 H2O': 'CHEBI:86249', 'ZnCl2': 'CHEBI:49976', 'MnCl2 x 4 H2O': 'CHEBI:86368', 'H3BO3': 'CHEBI:33118', 'CoCl2 x 6 H2O': 'CHEBI:35696', 'CuCl2 x 2 H2O': 'CHEBI:86318', 'NiCl2 x 6 H2O': 'CHEBI:34887', 'Na2MoO4 x 2 H2O': 'CHEBI:75213', 'Biotin': 'CHEBI:15956', 'Folic acid': 'CHEBI:27470', 'Pyridoxine hydrochloride': 'CHEBI:30961', 'Thiamine HCl': 'CHEBI:49105', 'Riboflavin': 'CHEBI:17015', 'Nicotinic acid': 'CHEBI:15940', 'Calcium D-(+)-pantothenate': 'CHEBI:1687714', 'Vitamin B12': 'CHEBI:17439', 'p-Aminobenzoic acid': 'CHEBI:30753', '(DL)-alpha-Lipoic acid': 'CHEBI:16494'}"
mediadive.medium:1630b	NITROSOPUMILUS UREIPHILUS MEDIUM	1	DSMZ	https://www.dsmz.de/microorganisms/medium/pdf/DSMZ_Medium1630b.pdf	6.8	6.8			"{3386: 'Main sol. 1630b', 595: 'Trace element solution SL-10', 777: 'Selenite-tungstate solution', 242: ""Wolin's vitamin solution""}"	"{'NaCl': 'CHEBI:26710', 'MgSO4 x 7 H2O': 'CHEBI:31795', 'MgCl2 x 6 H2O': 'CHEBI:86345', 'CaCl2 x 2 H2O': 'CHEBI:86158', 'KBr': 'CHEBI:32030', 'KH2PO4': 'CHEBI:63036', 'NaHCO3': 'CHEBI:32139', 'Trace element solution SL-10': 'mediadive.solution:595', 'Selenite-tungstate solution': 'mediadive.solution:777', 'NH4Cl': 'CHEBI:31206', 'Na-pyruvate': 'CHEBI:50144', ""Wolin's vitamin solution"": 'mediadive.solution:242', 'Catalase': 'CHEBI:3463', 'Distilled water': 'CHEBI:15377', 'HCl': 'CHEBI:17883', 'FeCl2 x 4 H2O': 'CHEBI:86249', 'ZnCl2': 'CHEBI:49976', 'MnCl2 x 4 H2O': 'CHEBI:86368', 'H3BO3': 'CHEBI:33118', 'CoCl2 x 6 H2O': 'CHEBI:35696', 'CuCl2 x 2 H2O': 'CHEBI:86318', 'NiCl2 x 6 H2O': 'CHEBI:34887', 'Na2MoO4 x 2 H2O': 'CHEBI:75213', 'NaOH': 'CHEBI:32145', 'Na2SeO3 x 5 H2O': 'CHEBI:131361', 'Na2WO4 x 2 H2O': 'CHEBI:63939', 'Biotin': 'CHEBI:15956', 'Folic acid': 'CHEBI:27470', 'Pyridoxine hydrochloride': 'CHEBI:30961', 'Thiamine HCl': 'CHEBI:49105', 'Riboflavin': 'CHEBI:17015', 'Nicotinic acid': 'CHEBI:15940', 'Calcium D-(+)-pantothenate': 'CHEBI:1687714', 'Vitamin B12': 'CHEBI:17439', 'p-Aminobenzoic acid': 'CHEBI:30753', '(DL)-alpha-Lipoic acid': 'CHEBI:16494'}"
mediadive.medium:1630c	modified Nitrosospaera medium	0	DSMZ		7.5	7.5		based on M. 1630, but modified after Melcher&Schleper during deposition in 2021-2022	{6278: 'Main sol. 1630c', 6280: 'Trace element solution (Nitrososphaera)', 3383: 'HEPES buffer solution', 6281: 'FeNaEDTA solution (7.5 mM)', 6282: 'NaHCO3 buffer (1M)', 6283: 'NH4Cl (1 M)', 6284: 'Sodiumpyruvate (1 M)'}	{'NaCl': 'CHEBI:26710', 'MgCl2 x 6 H2O': 'CHEBI:86345', 'CaCl2 x 2 H2O': 'CHEBI:86158', 'KH2PO4': 'CHEBI:63036', 'KCl': 'CHEBI:32588', 'Na2SO4': 'CHEBI:32149', 'Trace element solution (Nitrososphaera)': 'mediadive.solution:6280', 'FeNaEDTA solution (7.5 mM)': 'mediadive.solution:6281', 'NaHCO3 buffer (1M)': 'mediadive.solution:6282', 'HEPES buffer solution': 'mediadive.solution:3383', 'NH4Cl (1 M)': 'mediadive.solution:6283', 'Sodiumpyruvate (1 M)': 'mediadive.solution:6284', 'Double distilled water': 'CHEBI:15377', 'HCl': 'CHEBI:17883', 'H3BO3': 'CHEBI:33118', 'MnCl2 x 4 H2O': 'CHEBI:86368', 'CoCl2 x 6 H2O': 'CHEBI:35696', 'NiCl2 x 6 H2O': 'CHEBI:34887', 'CuCl2 x 2 H2O': 'CHEBI:86318', 'ZnSO4 x 7 H2O': 'CHEBI:32312', 'Na2MoO4 x 2 H2O': 'CHEBI:75213', 'NaOH': 'CHEBI:32145', 'HEPES': 'CHEBI:46756', 'Distilled water': 'CHEBI:15377', 'FeNa-EDTA': 'CAS-RN:15708-41-5', 'NaHCO3': 'CHEBI:32139', 'NH4Cl': 'CHEBI:31206', 'Sodium pyruvate': 'CHEBI:50144'}
mediadive.medium:1631	VERRUCOMICROBIUM MEDIUM (IG)	1	DSMZ	https://www.dsmz.de/microorganisms/medium/pdf/DSMZ_Medium1631.pdf	7.5	7.5			{3387: 'Main sol. 1631', 1331: 'Mineral salt solution', 1332: 'Vitamin solution (double conc.)'}	{'Mineral salt solution': 'mediadive.solution:1331', 'Peptone': 'CAS-RN:73049-73-7', 'Yeast extract': 'CAS-RN:8013-01-2', 'HEPES': 'CHEBI:46756', 'Agar': 'CHEBI:2509', 'Distilled water': 'CHEBI:15377', 'Glucose': 'CHEBI:17234', 'Vitamin solution (double conc.)': 'mediadive.solution:1332', 'Nitrilotriacetic acid': 'CHEBI:44557', 'MgSO4 x 7 H2O': 'CHEBI:31795', 'CaCl2 x 2 H2O': 'CHEBI:86158', 'Na2MoO4 x 2 H2O': 'CHEBI:75213', 'FeSO4 x 7 H2O': 'CHEBI:75836', 'Metall salt sol. 44': 'mediadive.ingredient:615', 'Biotin': 'CHEBI:15956', 'Folic acid': 'CHEBI:27470', 'Pyridoxine hydrochloride': 'CHEBI:30961', 'Riboflavine': 'CHEBI:17015', 'Thiamine-HCl x 2 H2O': 'CHEBI:132751', 'Nicotinamide': 'CHEBI:17154', 'D-Calcium pantothenate': 'CAS-RN:137-08-6', 'Vitamin B12': 'CHEBI:17439', 'p-Aminobenzoic acid': 'CHEBI:30753'}
mediadive.medium:1632	PARACRAUROCOCCUS MEDIUM (BENNET)	1	DSMZ	https://www.dsmz.de/microorganisms/medium/pdf/DSMZ_Medium1632.pdf	7	7			{3390: 'Main sol. 1632'}	{'Glucose': 'CHEBI:17234', 'Yeast extract': 'CAS-RN:8013-01-2', 'Beef extract': 'mediadive.ingredient:85', 'Bacto peptone': 'CAS-RN:51142-18-8', 'Agar': 'CHEBI:2509', 'Distilled water': 'CHEBI:15377'}
mediadive.medium:1633	V2 MEDIUM	1	DSMZ	https://www.dsmz.de/microorganisms/medium/pdf/DSMZ_Medium1633.pdf	7	7			"{3391: 'Main sol. 1633', 3221: 'Mineral salts solution', 3222: '""Metals 44""', 3223: 'Trace element solution', 3224: 'Vitamin solution (double conc.)'}"	"{'Peptone': 'CAS-RN:73049-73-7', 'Yeast extract': 'CAS-RN:8013-01-2', 'HEPES': 'CHEBI:46756', 'Mineral salts solution': 'mediadive.solution:3221', 'Trace element solution': 'mediadive.solution:3223', 'NaHCO3': 'CHEBI:32139', 'CaCO3': 'CHEBI:3311', 'CaCl2 x 2 H2O': 'CHEBI:86158', 'MgSO4 x 7 H2O': 'CHEBI:31795', 'KNO3': 'CHEBI:58242', 'KH2PO4': 'CHEBI:63036', 'NH4Cl': 'CHEBI:31206', 'Agar': 'CHEBI:2509', 'Double distilled water': 'CHEBI:15377', 'N-Acetylglucosamine': 'CHEBI:59640', 'Glucose': 'CHEBI:17234', 'Vitamin solution (double conc.)': 'mediadive.solution:3224', 'Nitrilotriacetic acid': 'CHEBI:44557', 'Na2MoO7O4 x 2 H2O': 'mediadive.ingredient:1416', 'FeSO4 x 7 H2O': 'CHEBI:75836', '""Metals 44""': 'mediadive.solution:3222', 'Distilled water': 'CHEBI:15377', 'Na-EDTA': 'CHEBI:64734', 'ZnSO4 x 7 H2O': 'CHEBI:32312', 'MnSO4 x H2O': 'CHEBI:86364', 'CuSO4 x 5 H2O': 'CHEBI:31440', 'Co(NO3)2 x 6 H2O': 'CHEBI:86214', 'Na2B4O7 x 10 H2O': 'CAS-RN:1303-96-4', 'Na-Nitrilotriacetat': 'CAS-RN:5064-31-3', 'Fe SO4 x 7 H2O': 'CHEBI:75836', 'ZnCl2': 'CHEBI:49976', 'NiCl2 x 6 H2O': 'CHEBI:34887', 'H2SeO3': 'CHEBI:26642', 'AlK(SO4)2 x 12 H2O': 'CHEBI:86465', 'H3BO3': 'CHEBI:33118', 'Na2MoO4 x 2 H2O': 'CHEBI:75213', 'Na2WO4 x 2 H2O': 'CHEBI:63939', 'Biotin': 'CHEBI:15956', 'Folic acid': 'CHEBI:27470', 'Pyridoxine hydrochloride': 'CHEBI:30961', 'Riboflavine': 'CHEBI:17015', 'Thiamine-HCl x 2 H2O': 'CHEBI:132751', 'Nicotinamide': 'CHEBI:17154', 'D-Calcium pantothenate': 'CAS-RN:137-08-6', 'Vitamin B12': 'CHEBI:17439', 'p-Aminobenzoic acid': 'CHEBI:30753'}"
mediadive.medium:1634	SERPENTINOMONAS MINIMAL MEDIUM	0	DSMZ	https://www.dsmz.de/microorganisms/medium/pdf/DSMZ_Medium1634.pdf	11	11			{3396: 'Main sol. 1634', 3397: 'Vitamin solution ', 5763: 'Trace element solution'}	{'Na2SO4': 'CHEBI:32149', 'MgCl2 x 6 H2O': 'CHEBI:86345', 'NH4Cl': 'CHEBI:31206', 'CAPS buffer': 'CAS-RN:1135-40-6', 'Agar': 'CHEBI:2509', 'Double distilled water': 'CHEBI:15377', 'K2HPO4': 'CHEBI:131527', 'CaCl2': 'CHEBI:3312', 'Na acetate': 'CHEBI:32954', 'Vitamin solution ': 'mediadive.solution:3397', 'Trace element solution': 'mediadive.solution:5763', 'Folic acid': 'CHEBI:27470', 'Biotin': 'CHEBI:15956', 'Riboflavin': 'CHEBI:17015', 'Nicotinic acid': 'CHEBI:15940', 'Thiamine': 'CHEBI:26948', 'p-Aminobenzoic acid': 'CHEBI:30753', 'Pyridoxine hydrochloride': 'CHEBI:30961', 'Calcium pantothenate': 'CHEBI:31345', 'Vitamin B12': 'CHEBI:17439', 'Thioctic acid': 'CHEBI:30314', 'Monopotassium Phosphate': 'CHEBI:63036', 'Distilled water': 'CHEBI:15377', 'Na-EDTA x 2 H2O': 'CHEBI:64734', 'MgSO4 x 7 H2O': 'CHEBI:31795', 'MnSO4 x H2O': 'CHEBI:86364', 'NaCl': 'CHEBI:26710', 'FeSO4 x 7 H2O': 'CHEBI:75836', 'Co(NO3)2 x 6 H2O': 'CHEBI:86214', 'ZnSO4 x 7 H2O': 'CHEBI:32312', 'CuSO4 x 5 H2O': 'CHEBI:31440', 'AlK(SO4)2': 'CHEBI:86463', 'H3BO3': 'CHEBI:33118', 'Na2 MoO4 x 2 H2O': 'CHEBI:75213', 'Na2SeO3': 'CHEBI:48843', 'Na2WO4 x 2 H2O': 'CHEBI:63939', 'NiCl2 x 6 H2O': 'CHEBI:34887'}
mediadive.medium:1635	SULFURIFLEXUS MEDIUM	0	DSMZ	https://www.dsmz.de/microorganisms/medium/pdf/DSMZ_Medium1635.pdf	7.2	7.2			"{3398: 'Main sol. 1635', 595: 'Trace element solution SL-10', 777: 'Selenite-tungstate solution', 5980: ""Wolin's vitamin solution (10x)""}"	"{'NaCl': 'CHEBI:26710', 'MgCl2 x 6 H2O': 'CHEBI:86345', 'MgSO4 x 7 H2O': 'CHEBI:31795', 'CaCl2': 'CHEBI:3312', 'NH4Cl': 'CHEBI:31206', 'KH2PO4': 'CHEBI:63036', 'KCl': 'CHEBI:32588', 'Trace element solution SL-10': 'mediadive.solution:595', 'Selenite-tungstate solution': 'mediadive.solution:777', 'Na2S2O3 x 5 H2O': 'CHEBI:32150', 'NaHCO3': 'CHEBI:32139', ""Wolin's vitamin solution (10x)"": 'mediadive.solution:5980', 'Distilled water': 'CHEBI:15377', 'HCl': 'CHEBI:17883', 'FeCl2 x 4 H2O': 'CHEBI:86249', 'ZnCl2': 'CHEBI:49976', 'MnCl2 x 4 H2O': 'CHEBI:86368', 'H3BO3': 'CHEBI:33118', 'CoCl2 x 6 H2O': 'CHEBI:35696', 'CuCl2 x 2 H2O': 'CHEBI:86318', 'NiCl2 x 6 H2O': 'CHEBI:34887', 'Na2MoO4 x 2 H2O': 'CHEBI:75213', 'NaOH': 'CHEBI:32145', 'Na2SeO3 x 5 H2O': 'CHEBI:131361', 'Na2WO4 x 2 H2O': 'CHEBI:63939', 'Biotin': 'CHEBI:15956', 'Folic acid': 'CHEBI:27470', 'Pyridoxine hydrochloride': 'CHEBI:30961', 'Thiamine HCl': 'CHEBI:49105', 'Riboflavin': 'CHEBI:17015', 'Nicotinic acid': 'CHEBI:15940', 'Calcium D-(+)-pantothenate': 'CHEBI:1687714', 'Vitamin B12': 'CHEBI:17439', 'p-Aminobenzoic acid': 'CHEBI:30753', '(DL)-alpha-Lipoic acid': 'CHEBI:16494'}"
mediadive.medium:1636	TEPIDIBACILLUS MEDIUM	1	DSMZ	https://www.dsmz.de/microorganisms/medium/pdf/DSMZ_Medium1636.pdf	7.4	7.4			"{3399: 'Main sol. 1636', 241: ""Modified Wolin's mineral solution"", 5980: ""Wolin's vitamin solution (10x)""}"	"{'NaCl': 'CHEBI:26710', 'KH2PO4': 'CHEBI:63036', 'MgCl2 x 6 H2O': 'CHEBI:86345', 'KCl': 'CHEBI:32588', 'NH4Cl': 'CHEBI:31206', ""Modified Wolin's mineral solution"": 'mediadive.solution:241', 'Yeast extract': 'CAS-RN:8013-01-2', 'CaCl2 x 2 H2O': 'CHEBI:86158', 'Na2CO3': 'CHEBI:29377', 'D-Glucose': 'CHEBI:17634', ""Wolin's vitamin solution (10x)"": 'mediadive.solution:5980', 'Na2S x 9 H2O': 'CHEBI:76209', 'Distilled water': 'CHEBI:15377', 'Nitrilotriacetic acid': 'CHEBI:44557', 'MgSO4 x 7 H2O': 'CHEBI:31795', 'MnSO4 x H2O': 'CHEBI:86364', 'FeSO4 x 7 H2O': 'CHEBI:75836', 'CoSO4 x 7 H2O': 'CHEBI:53470', 'ZnSO4 x 7 H2O': 'CHEBI:32312', 'CuSO4 x 5 H2O': 'CHEBI:31440', 'AlK(SO4)2 x 12 H2O': 'CHEBI:86465', 'H3BO3': 'CHEBI:33118', 'Na2MoO4 x 2 H2O': 'CHEBI:75213', 'NiCl2 x 6 H2O': 'CHEBI:34887', 'Na2SeO3 x 5 H2O': 'CHEBI:131361', 'Na2WO4 x 2 H2O': 'CHEBI:63939', 'Biotin': 'CHEBI:15956', 'Folic acid': 'CHEBI:27470', 'Pyridoxine hydrochloride': 'CHEBI:30961', 'Thiamine HCl': 'CHEBI:49105', 'Riboflavin': 'CHEBI:17015', 'Nicotinic acid': 'CHEBI:15940', 'Calcium D-(+)-pantothenate': 'CHEBI:1687714', 'Vitamin B12': 'CHEBI:17439', 'p-Aminobenzoic acid': 'CHEBI:30753', '(DL)-alpha-Lipoic acid': 'CHEBI:16494'}"
mediadive.medium:1637	METHANOMASSILIICOCCUS LUMINYENSIS MEDIUM	1	DSMZ	https://www.dsmz.de/microorganisms/medium/pdf/DSMZ_Medium1637.pdf	7.6	7.8			{3400: 'Main sol. 1637', 124: 'Haemin solution', 125: 'Vitamin K1 solution'}	{'Trypticase peptone': 'CAS-RN:91079-40-2', 'Yeast extract': 'CAS-RN:8013-01-2', 'NaCl': 'CHEBI:26710', 'L-Cysteine HCl x H2O': 'CHEBI:91248', 'NaHCO3': 'CHEBI:32139', 'Haemin solution': 'mediadive.solution:124', 'Vitamin K1 solution': 'mediadive.solution:125', 'Sodium resazurin': 'CAS-RN:62758-13-8', 'Methanol': 'CHEBI:17790', 'DL-Dithiothreitol': 'CHEBI:18320', 'Distilled water': 'CHEBI:15377', 'Haemin': 'CHEBI:50385', 'NaOH': 'CHEBI:32145', 'Vitamin K1': 'CHEBI:18067', 'Ethanol': 'CHEBI:16236'}
mediadive.medium:1638	Minimum Essential Medium (MEM)	1	DSMZ	https://www.dsmz.de/microorganisms/medium/pdf/DSMZ_Medium1638.pdf					{3402: 'Main sol. 1638'}	{'MEM-Medium': 'mediadive.ingredient:1377'}
