subject_label	subject_label_normalized	object_id	object_label	object_source	predicate_id	confidence	mapping_justification	curator	source_dataset	notes	verified_date	emit_predicate	emit_category
produces: griseolutein B	produces: griseolutein b	mesh:C018307	griseolutein B	MESH	skos:exactMatch	high	semapv:ManualMappingCuration	metatraits_special_chemical	metatraits	Secondary metabolite/antibiotic; no public CHEBI ID; metatraits_unmapped[2026-04-09]; reconciled: was kgmicrobe.compound:griseolutein_b; MIM authoritative mapping → mesh:C018307	2026-05-03	METPO:2000202	biolink:ChemicalEntity
produces: viridogrisein	produces: viridogrisein	kgmicrobe.compound:viridogrisein	viridogrisein	KGMICROBE.COMPOUND	skos:exactMatch	high	semapv:ManualMappingCuration	metatraits_special_chemical	metatraits	Secondary metabolite/antibiotic; no public CHEBI ID; metatraits_unmapped[2026-04-09]	2026-05-03	METPO:2000202	biolink:ChemicalEntity
produces: noformicin	produces: noformicin	mesh:C005642	noformicin	MESH	skos:exactMatch	high	semapv:ManualMappingCuration	metatraits_special_chemical	metatraits	Secondary metabolite/antibiotic; no public CHEBI ID; metatraits_unmapped[2026-04-09]; reconciled: was kgmicrobe.compound:noformicin; MIM authoritative mapping → mesh:C005642	2026-05-03	METPO:2000202	biolink:ChemicalEntity
produces: danubomycin	produces: danubomycin	kgmicrobe.compound:danubomycin	danubomycin	KGMICROBE.COMPOUND	skos:exactMatch	high	semapv:ManualMappingCuration	metatraits_special_chemical	metatraits	Secondary metabolite/antibiotic; no public CHEBI ID; metatraits_unmapped[2026-04-09]	2026-05-03	METPO:2000202	biolink:ChemicalEntity
produces: cladomycin	produces: cladomycin	kgmicrobe.compound:cladomycin	cladomycin	KGMICROBE.COMPOUND	skos:exactMatch	high	semapv:ManualMappingCuration	metatraits_special_chemical	metatraits	Secondary metabolite/antibiotic; no public CHEBI ID; metatraits_unmapped[2026-04-09]	2026-05-03	METPO:2000202	biolink:ChemicalEntity
produces: grasseriomycin	produces: grasseriomycin	kgmicrobe.compound:grasseriomycin	grasseriomycin	KGMICROBE.COMPOUND	skos:exactMatch	high	semapv:ManualMappingCuration	metatraits_special_chemical	metatraits	Secondary metabolite/antibiotic; no public CHEBI ID; metatraits_unmapped[2026-04-09]	2026-05-03	METPO:2000202	biolink:ChemicalEntity
produces: levorin	produces: levorin	kgmicrobe.compound:levorin	levorin	KGMICROBE.COMPOUND	skos:exactMatch	high	semapv:ManualMappingCuration	metatraits_special_chemical	metatraits	Secondary metabolite/antibiotic; no public CHEBI ID; metatraits_unmapped[2026-04-09]	2026-05-03	METPO:2000202	biolink:ChemicalEntity
produces: bafilomycin	produces: bafilomycin	kgmicrobe.compound:bafilomycin	bafilomycin	KGMICROBE.COMPOUND	skos:exactMatch	high	semapv:ManualMappingCuration	metatraits_special_chemical	metatraits	Secondary metabolite/antibiotic; no public CHEBI ID; metatraits_unmapped[2026-04-09]	2026-05-03	METPO:2000202	biolink:ChemicalEntity
produces: lydimycin	produces: lydimycin	NCIT:C90684	lydimycin	NCIT	skos:exactMatch	high	semapv:ManualMappingCuration	metatraits_special_chemical	metatraits	Secondary metabolite/antibiotic; replaced kgmicrobe.compound placeholder with authoritative NCIT 2026-04-30 per MIM reconciliation	2026-05-03	METPO:2000202	biolink:ChemicalEntity
produces: chaninin	produces: chaninin	kgmicrobe.compound:chaninin	chaninin	KGMICROBE.COMPOUND	skos:exactMatch	high	semapv:ManualMappingCuration	metatraits_special_chemical	metatraits	Secondary metabolite/antibiotic; no public CHEBI ID; metatraits_unmapped[2026-04-09]	2026-05-03	METPO:2000202	biolink:ChemicalEntity
produces: miharamycin A	produces: miharamycin a	CHEBI:216282	miharamycin A	CHEBI	skos:exactMatch	high	semapv:ManualMappingCuration	metatraits_special_chemical	metatraits	Secondary metabolite/antibiotic; replaced kgmicrobe.compound placeholder with authoritative CHEBI 2026-04-30 per MIM reconciliation	2026-05-03	METPO:2000202	biolink:ChemicalEntity
produces: stallimycin	produces: stallimycin	CHEBI:41958	stallimycin	CHEBI	skos:exactMatch	high	semapv:ManualMappingCuration	metatraits_special_chemical	metatraits	Secondary metabolite/antibiotic; replaced kgmicrobe.compound placeholder with authoritative CHEBI 2026-04-30 per MIM reconciliation	2026-05-03	METPO:2000202	biolink:ChemicalEntity
produces: cytovirin	produces: cytovirin	kgmicrobe.compound:cytovirin	cytovirin	KGMICROBE.COMPOUND	skos:exactMatch	high	semapv:ManualMappingCuration	metatraits_special_chemical	metatraits	Secondary metabolite/antibiotic; no public CHEBI ID; metatraits_unmapped[2026-04-09]	2026-05-03	METPO:2000202	biolink:ChemicalEntity
produces: pactamycin	produces: pactamycin	kgmicrobe.compound:pactamycin	pactamycin	KGMICROBE.COMPOUND	skos:exactMatch	high	semapv:ManualMappingCuration	metatraits_special_chemical	metatraits	Secondary metabolite/antibiotic; no public CHEBI ID; metatraits_unmapped[2026-04-09]	2026-05-03	METPO:2000202	biolink:ChemicalEntity
produces: etabetacin	produces: etabetacin	kgmicrobe.compound:etabetacin	etabetacin	KGMICROBE.COMPOUND	skos:exactMatch	high	semapv:ManualMappingCuration	metatraits_special_chemical	metatraits	Secondary metabolite/antibiotic; no public CHEBI ID; metatraits_unmapped[2026-04-09]	2026-05-03	METPO:2000202	biolink:ChemicalEntity
produces: cephamycin A	produces: cephamycin a	kgmicrobe.compound:cephamycin_a	cephamycin A	KGMICROBE.COMPOUND	skos:exactMatch	high	semapv:ManualMappingCuration	metatraits_special_chemical	metatraits	Secondary metabolite/antibiotic; no public CHEBI ID; metatraits_unmapped[2026-04-09]	2026-05-03	METPO:2000202	biolink:ChemicalEntity
produces: plumbemycin A	produces: plumbemycin a	mesh:C096638	plumbemycin A	MESH	skos:exactMatch	high	semapv:ManualMappingCuration	metatraits_special_chemical	metatraits	Secondary metabolite/antibiotic; no public CHEBI ID; metatraits_unmapped[2026-04-09]; reconciled: was kgmicrobe.compound:plumbemycin_a; MIM authoritative mapping → mesh:C096638	2026-05-03	METPO:2000202	biolink:ChemicalEntity
produces: plumbemycin B	produces: plumbemycin b	mesh:C096639	plumbemycin B	MESH	skos:exactMatch	high	semapv:ManualMappingCuration	metatraits_special_chemical	metatraits	Secondary metabolite/antibiotic; no public CHEBI ID; metatraits_unmapped[2026-04-09]; reconciled: was kgmicrobe.compound:plumbemycin_b; MIM authoritative mapping → mesh:C096639	2026-05-03	METPO:2000202	biolink:ChemicalEntity
produces: O-carbamyl-D-serine	produces: o-carbamyl-d-serine	kgmicrobe.compound:o_carbamyl_d_serine	O-carbamyl-D-serine	KGMICROBE.COMPOUND	skos:exactMatch	high	semapv:ManualMappingCuration	metatraits_special_chemical	metatraits	Secondary metabolite/antibiotic; no public CHEBI ID; metatraits_unmapped[2026-04-09]	2026-05-03	METPO:2000202	biolink:ChemicalEntity
produces: steffimycin	produces: steffimycin	NCIT:C152426	steffimycin	NCIT	skos:exactMatch	high	semapv:ManualMappingCuration	metatraits_special_chemical	metatraits	Secondary metabolite/antibiotic; replaced kgmicrobe.compound placeholder with authoritative NCIT 2026-04-30 per MIM reconciliation	2026-05-03	METPO:2000202	biolink:ChemicalEntity
produces: beta-Lipomycin	produces: beta-lipomycin	mesh:C000601869	beta-lipomycin	MESH	skos:exactMatch	high	semapv:ManualMappingCuration	metatraits_special_chemical	metatraits	Secondary metabolite/antibiotic; no public CHEBI ID; metatraits_unmapped[2026-04-09]; reconciled: was kgmicrobe.compound:beta_lipomycin; MIM authoritative mapping → mesh:C000601869	2026-05-03	METPO:2000202	biolink:ChemicalEntity
produces: kanchanomycin	produces: kanchanomycin	mesh:C001493	kanchanomycin	MESH	skos:exactMatch	high	semapv:ManualMappingCuration	metatraits_special_chemical	metatraits	Secondary metabolite/antibiotic; no public CHEBI ID; metatraits_unmapped[2026-04-09]; reconciled: was kgmicrobe.compound:kanchanomycin; MIM authoritative mapping → mesh:C001493	2026-05-03	METPO:2000202	biolink:ChemicalEntity
produces: (E)-4-Aminostyryl acetate	produces: (e)-4-aminostyryl acetate	kgmicrobe.compound:e_4_aminostyryl_acetate	(E)-4-Aminostyryl acetate	KGMICROBE.COMPOUND	skos:exactMatch	high	semapv:ManualMappingCuration	metatraits_special_chemical	metatraits	Secondary metabolite/antibiotic; no public CHEBI ID; metatraits_unmapped[2026-04-09]	2026-05-03	METPO:2000202	biolink:ChemicalEntity
produces: hortesin	produces: hortesin	kgmicrobe.compound:hortesin	hortesin	KGMICROBE.COMPOUND	skos:exactMatch	high	semapv:ManualMappingCuration	metatraits_special_chemical	metatraits	Secondary metabolite/antibiotic; no public CHEBI ID; metatraits_unmapped[2026-04-09]	2026-05-03	METPO:2000202	biolink:ChemicalEntity
produces: piericidin	produces: piericidin	CHEBI:138511	piericidin A	CHEBI	skos:exactMatch	high	semapv:ManualMappingCuration	metatraits_special_chemical	metatraits	Secondary metabolite/antibiotic; no public CHEBI ID; metatraits_unmapped[2026-04-09]; lit-audit: was kgmicrobe.compound:piericidin; piericidin A is the standard Streptomyces complex-I inhibitor	2026-05-03	METPO:2000202	biolink:ChemicalEntity
produces: casein	produces: casein	FOODON:03420180	casein	FOODON	skos:exactMatch	high	semapv:ManualMappingCuration	metatraits_special_chemical	metatraits	Producing casein protein; FOODON:03420180	2026-05-03	METPO:2000202	biolink:Food
oxidation: pyrite	oxidation: pyrite	CHEBI:86471	pyrite	CHEBI	skos:exactMatch	high	semapv:ManualMappingCuration	metatraits_special_chemical	metatraits	Iron disulfide (FeS2) oxidation; acidophilic iron/sulfur oxidizers; CHEBI:86471 confirmed as pyrite in chebi.db; metatraits_unmapped[2026-04-19]	2026-05-03	METPO:2000016	biolink:ChemicalEntity
electron donor: pyrite	electron donor: pyrite	CHEBI:86471	pyrite	CHEBI	skos:exactMatch	high	semapv:ManualMappingCuration	metatraits_special_chemical	metatraits	FeS2 as electron donor in chemolithotrophs; CHEBI:86471 confirmed; metatraits_unmapped[2026-04-19]	2026-05-03	METPO:2000009	biolink:ChemicalEntity
growth: goethite	growth: goethite	CHEBI:192761	ferrihydrite	CHEBI	skos:exactMatch	high	semapv:ManualMappingCuration	metatraits_special_chemical	metatraits	Approximate: ChEBI has no exact goethite (alpha-FeO(OH)) term; ferrihydrite is the closest iron(III) oxyhydroxide; flagged as approximation; metatraits_unmapped[2026-04-19]	2026-05-03	METPO:2000012	biolink:ChemicalEntity
growth: soyton	growth: soyton	FOODON:00002992	proteose peptone	FOODON	skos:exactMatch	high	semapv:ManualMappingCuration	metatraits_special_chemical	metatraits	"Soyton = brand/variant spelling of soya peptone (also ""soytone""); maps to proteose peptone; metatraits_unmapped[2026-04-19]; lit-audit-CRITICAL: FOODON:03302071 was 'green kidney bean', NOT proteose peptone — wrong term"	2026-05-03	METPO:2000012	biolink:Food
growth: proteose	growth: proteose	FOODON:00002992	proteose peptone	FOODON	skos:exactMatch	high	semapv:ManualMappingCuration	metatraits_special_chemical	metatraits	Generic short form of proteose peptone in media descriptions; FOODON:03302071; metatraits_unmapped[2026-04-19]; lit-audit-CRITICAL: FOODON:03302071 was 'green kidney bean', NOT proteose peptone — wrong term	2026-05-03	METPO:2000012	biolink:Food
required for growth: serum	required for growth: serum	UBERON:0001977	blood serum	UBERON	skos:exactMatch	high	semapv:ManualMappingCuration	metatraits_special_chemical	metatraits	"Blood serum required as growth factor (e.g. Mycoplasma); UBERON:0001977 already in unified but canonical was renamed to ""Digested serum"", hence plain ""serum"" trait_pattern needed; metatraits_unmapped[2026-04-19]"	2026-05-03	METPO:2000018	biolink:AnatomicalEntity
