subject_id	subject_label	object_id	object_label	predicate_id	mapping_justification
RHEA:30846		kegg.reaction:R09126		oboinowl:hasDbXref	sempav:UnspecifiedMatching
RHEA:30848		reactome:R-HSA-71046.4		oboinowl:hasDbXref	sempav:UnspecifiedMatching
RHEA:30850		kegg.reaction:R02487		oboinowl:hasDbXref	sempav:UnspecifiedMatching
RHEA:30852		metacyc.compound:RXN-8631		oboinowl:hasDbXref	sempav:UnspecifiedMatching
RHEA:30852		reactome:R-HSA-70342.7		oboinowl:hasDbXref	sempav:UnspecifiedMatching
RHEA:30854		kegg.reaction:R02568		oboinowl:hasDbXref	sempav:UnspecifiedMatching
RHEA:30857		metacyc.compound:RXN-8885		oboinowl:hasDbXref	sempav:UnspecifiedMatching
RHEA:30858		kegg.reaction:R09701		oboinowl:hasDbXref	sempav:UnspecifiedMatching
RHEA:30868		metacyc.compound:RXN-10715		oboinowl:hasDbXref	sempav:UnspecifiedMatching
RHEA:30868		metacyc.compound:RXN-5581		oboinowl:hasDbXref	sempav:UnspecifiedMatching
RHEA:30870		kegg.reaction:R02678		oboinowl:hasDbXref	sempav:UnspecifiedMatching
RHEA:30872		metacyc.compound:RXN-14223		oboinowl:hasDbXref	sempav:UnspecifiedMatching
RHEA:30874		kegg.reaction:R02750		oboinowl:hasDbXref	sempav:UnspecifiedMatching
RHEA:30880		metacyc.compound:RXN-14224		oboinowl:hasDbXref	sempav:UnspecifiedMatching
RHEA:30882		kegg.reaction:R02940		oboinowl:hasDbXref	sempav:UnspecifiedMatching
RHEA:30886		kegg.reaction:R02957		oboinowl:hasDbXref	sempav:UnspecifiedMatching
RHEA:30890		kegg.reaction:R03066		oboinowl:hasDbXref	sempav:UnspecifiedMatching
RHEA:30894		kegg.reaction:R03132		oboinowl:hasDbXref	sempav:UnspecifiedMatching
RHEA:30894		metacyc.compound:SULFOCYS-RXN		oboinowl:hasDbXref	sempav:UnspecifiedMatching
RHEA:30896		metacyc.compound:RXN-6381		oboinowl:hasDbXref	sempav:UnspecifiedMatching
RHEA:30898		kegg.reaction:R03139		oboinowl:hasDbXref	sempav:UnspecifiedMatching
RHEA:30900		metacyc.compound:RXN-8474		oboinowl:hasDbXref	sempav:UnspecifiedMatching
RHEA:30902		kegg.reaction:R10989		oboinowl:hasDbXref	sempav:UnspecifiedMatching
RHEA:30904		metacyc.compound:RXN-10669		oboinowl:hasDbXref	sempav:UnspecifiedMatching
RHEA:30906		kegg.reaction:R07535		oboinowl:hasDbXref	sempav:UnspecifiedMatching
RHEA:30910		kegg.reaction:R03171		oboinowl:hasDbXref	sempav:UnspecifiedMatching
RHEA:30910		metacyc.compound:2KETO-3METHYLVALERATE-RXN		oboinowl:hasDbXref	sempav:UnspecifiedMatching
RHEA:30912		metacyc.compound:RXN-12339		oboinowl:hasDbXref	sempav:UnspecifiedMatching
RHEA:30916		metacyc.compound:RXN-12340		oboinowl:hasDbXref	sempav:UnspecifiedMatching
RHEA:30920		metacyc.compound:RXN-11647		oboinowl:hasDbXref	sempav:UnspecifiedMatching
RHEA:30922		kegg.reaction:R07520		oboinowl:hasDbXref	sempav:UnspecifiedMatching
RHEA:30924		metacyc.compound:RXN-12028		oboinowl:hasDbXref	sempav:UnspecifiedMatching
RHEA:30926		kegg.reaction:R09665		oboinowl:hasDbXref	sempav:UnspecifiedMatching
RHEA:30934		kegg.reaction:R03217		oboinowl:hasDbXref	sempav:UnspecifiedMatching
RHEA:30938		kegg.reaction:R03346		oboinowl:hasDbXref	sempav:UnspecifiedMatching
RHEA:30942		kegg.reaction:R03530		oboinowl:hasDbXref	sempav:UnspecifiedMatching
RHEA:30942		metacyc.compound:RXN-14228		oboinowl:hasDbXref	sempav:UnspecifiedMatching
RHEA:30944		reactome:R-HSA-77338.3		oboinowl:hasDbXref	sempav:UnspecifiedMatching
RHEA:30946		kegg.reaction:R03777		oboinowl:hasDbXref	sempav:UnspecifiedMatching
RHEA:30948		metacyc.compound:RXN-10637		oboinowl:hasDbXref	sempav:UnspecifiedMatching
RHEA:30950		kegg.reaction:R09789		oboinowl:hasDbXref	sempav:UnspecifiedMatching
RHEA:30952		metacyc.compound:RXN-10635		oboinowl:hasDbXref	sempav:UnspecifiedMatching
RHEA:30954		kegg.reaction:R09788		oboinowl:hasDbXref	sempav:UnspecifiedMatching
RHEA:30958		kegg.reaction:R07511		oboinowl:hasDbXref	sempav:UnspecifiedMatching
RHEA:30958		metacyc.compound:RXN-12242		oboinowl:hasDbXref	sempav:UnspecifiedMatching
RHEA:30960		metacyc.compound:RXN-11356		oboinowl:hasDbXref	sempav:UnspecifiedMatching
RHEA:30962		kegg.reaction:R09656		oboinowl:hasDbXref	sempav:UnspecifiedMatching
RHEA:30964		metacyc.compound:RXN-11357		oboinowl:hasDbXref	sempav:UnspecifiedMatching
RHEA:30966		kegg.reaction:R09658		oboinowl:hasDbXref	sempav:UnspecifiedMatching
RHEA:30968		metacyc.compound:RXN-11354		oboinowl:hasDbXref	sempav:UnspecifiedMatching
RHEA:30970		kegg.reaction:R09655		oboinowl:hasDbXref	sempav:UnspecifiedMatching
RHEA:30972		metacyc.compound:RXN-8042		oboinowl:hasDbXref	sempav:UnspecifiedMatching
RHEA:30974		kegg.reaction:R07512		oboinowl:hasDbXref	sempav:UnspecifiedMatching
RHEA:30978		kegg.reaction:R09703		oboinowl:hasDbXref	sempav:UnspecifiedMatching
RHEA:30978		metacyc.compound:RXN-12413		oboinowl:hasDbXref	sempav:UnspecifiedMatching
RHEA:30980		metacyc.compound:RXN-11974		oboinowl:hasDbXref	sempav:UnspecifiedMatching
RHEA:30982		kegg.reaction:R07518		oboinowl:hasDbXref	sempav:UnspecifiedMatching
RHEA:30984		metacyc.compound:3.2.1.97-RXN		oboinowl:hasDbXref	sempav:UnspecifiedMatching
RHEA:30986		kegg.reaction:R04527		oboinowl:hasDbXref	sempav:UnspecifiedMatching
RHEA:30990		kegg.reaction:R09689		oboinowl:hasDbXref	sempav:UnspecifiedMatching
RHEA:30990		metacyc.compound:RXN-12329		oboinowl:hasDbXref	sempav:UnspecifiedMatching
RHEA:30992		metacyc.compound:RXN-8082		oboinowl:hasDbXref	sempav:UnspecifiedMatching
RHEA:30994		kegg.reaction:R09604		oboinowl:hasDbXref	sempav:UnspecifiedMatching
RHEA:30996		metacyc.compound:RXN-8084		oboinowl:hasDbXref	sempav:UnspecifiedMatching
RHEA:30998		kegg.reaction:R09605		oboinowl:hasDbXref	sempav:UnspecifiedMatching
RHEA:31002		kegg.reaction:R09688		oboinowl:hasDbXref	sempav:UnspecifiedMatching
RHEA:31006		kegg.reaction:R09710		oboinowl:hasDbXref	sempav:UnspecifiedMatching
RHEA:31006		metacyc.compound:RXN-9915		oboinowl:hasDbXref	sempav:UnspecifiedMatching
RHEA:31014		kegg.reaction:R09713		oboinowl:hasDbXref	sempav:UnspecifiedMatching
RHEA:31014		metacyc.compound:RXN-12330		oboinowl:hasDbXref	sempav:UnspecifiedMatching
RHEA:31018		kegg.reaction:R09488		oboinowl:hasDbXref	sempav:UnspecifiedMatching
RHEA:31018		metacyc.compound:RXN-12341		oboinowl:hasDbXref	sempav:UnspecifiedMatching
RHEA:31020		metacyc.compound:RXN-12223		oboinowl:hasDbXref	sempav:UnspecifiedMatching
RHEA:31022		kegg.reaction:R09671		oboinowl:hasDbXref	sempav:UnspecifiedMatching
RHEA:31024		metacyc.compound:RXN-9895		oboinowl:hasDbXref	sempav:UnspecifiedMatching
RHEA:31026		kegg.reaction:R09712		oboinowl:hasDbXref	sempav:UnspecifiedMatching
RHEA:31032		metacyc.compound:RXN-8155		oboinowl:hasDbXref	sempav:UnspecifiedMatching
RHEA:31034		kegg.reaction:R07575		oboinowl:hasDbXref	sempav:UnspecifiedMatching
RHEA:31038		kegg.reaction:R09700		oboinowl:hasDbXref	sempav:UnspecifiedMatching
RHEA:31038		metacyc.compound:RXN-9684		oboinowl:hasDbXref	sempav:UnspecifiedMatching
RHEA:31040		reactome:R-HSA-77263.3		oboinowl:hasDbXref	sempav:UnspecifiedMatching
RHEA:31042		kegg.reaction:R03857		oboinowl:hasDbXref	sempav:UnspecifiedMatching
RHEA:31046		kegg.reaction:R03869		oboinowl:hasDbXref	sempav:UnspecifiedMatching
RHEA:31050		kegg.reaction:R00935		oboinowl:hasDbXref	sempav:UnspecifiedMatching
RHEA:31054		kegg.reaction:R03960		oboinowl:hasDbXref	sempav:UnspecifiedMatching
RHEA:31056		metacyc.compound:RXN-14263		oboinowl:hasDbXref	sempav:UnspecifiedMatching
RHEA:31058		kegg.reaction:R03980		oboinowl:hasDbXref	sempav:UnspecifiedMatching
RHEA:31060		metacyc.compound:RXN-10089		oboinowl:hasDbXref	sempav:UnspecifiedMatching
RHEA:31062		kegg.reaction:R04065		oboinowl:hasDbXref	sempav:UnspecifiedMatching
RHEA:31070		kegg.reaction:R04175		oboinowl:hasDbXref	sempav:UnspecifiedMatching
RHEA:31070		metacyc.compound:RXN-8172		oboinowl:hasDbXref	sempav:UnspecifiedMatching
RHEA:31074		kegg.reaction:R04187		oboinowl:hasDbXref	sempav:UnspecifiedMatching
RHEA:31077		reactome:R-HSA-77256.3		oboinowl:hasDbXref	sempav:UnspecifiedMatching
RHEA:31078		ecocyc:RXN-20675		oboinowl:hasDbXref	sempav:UnspecifiedMatching
RHEA:31078		kegg.reaction:R04170		oboinowl:hasDbXref	sempav:UnspecifiedMatching
RHEA:31078		metacyc.compound:RXN-20675		oboinowl:hasDbXref	sempav:UnspecifiedMatching
RHEA:31082		kegg.reaction:R04137		oboinowl:hasDbXref	sempav:UnspecifiedMatching
RHEA:31086		kegg.reaction:R04112		oboinowl:hasDbXref	sempav:UnspecifiedMatching
RHEA:31086		metacyc.compound:RXN-14267		oboinowl:hasDbXref	sempav:UnspecifiedMatching
RHEA:31089		reactome:R-HSA-77340.3		oboinowl:hasDbXref	sempav:UnspecifiedMatching
RHEA:31090		kegg.reaction:R03778		oboinowl:hasDbXref	sempav:UnspecifiedMatching
RHEA:31093		reactome:R-HSA-77271.3		oboinowl:hasDbXref	sempav:UnspecifiedMatching
RHEA:31094		kegg.reaction:R03858		oboinowl:hasDbXref	sempav:UnspecifiedMatching
RHEA:31105		reactome:R-HSA-197963.3		oboinowl:hasDbXref	sempav:UnspecifiedMatching
RHEA:31105		reactome:R-HSA-9709098.2		oboinowl:hasDbXref	sempav:UnspecifiedMatching
RHEA:31106		kegg.reaction:R02236		oboinowl:hasDbXref	sempav:UnspecifiedMatching
RHEA:31108		metacyc.compound:RXN-10815		oboinowl:hasDbXref	sempav:UnspecifiedMatching
RHEA:31110		kegg.reaction:R01372		oboinowl:hasDbXref	sempav:UnspecifiedMatching
RHEA:31113		reactome:R-HSA-77321.3		oboinowl:hasDbXref	sempav:UnspecifiedMatching
RHEA:31114		kegg.reaction:R01177		oboinowl:hasDbXref	sempav:UnspecifiedMatching
RHEA:31116		ecocyc:RXN0-7192		oboinowl:hasDbXref	sempav:UnspecifiedMatching
RHEA:31116		metacyc.compound:RXN0-7192		oboinowl:hasDbXref	sempav:UnspecifiedMatching
RHEA:31118		kegg.reaction:R01074		oboinowl:hasDbXref	sempav:UnspecifiedMatching
RHEA:31121		reactome:R-HSA-70830.3		oboinowl:hasDbXref	sempav:UnspecifiedMatching
RHEA:31122		kegg.reaction:R04204		oboinowl:hasDbXref	sempav:UnspecifiedMatching
RHEA:31122		metacyc.compound:TIGLYLCOA-HYDROXY-RXN		oboinowl:hasDbXref	sempav:UnspecifiedMatching
RHEA:31128		metacyc.compound:METHYLGALLATE-RXN		oboinowl:hasDbXref	sempav:UnspecifiedMatching
RHEA:31130		kegg.reaction:R04280		oboinowl:hasDbXref	sempav:UnspecifiedMatching
RHEA:31134		kegg.reaction:R04326		oboinowl:hasDbXref	sempav:UnspecifiedMatching
RHEA:31138		kegg.reaction:R04378		oboinowl:hasDbXref	sempav:UnspecifiedMatching
RHEA:31142		kegg.reaction:R04440		oboinowl:hasDbXref	sempav:UnspecifiedMatching
RHEA:31144		reactome:R-HSA-77323.3		oboinowl:hasDbXref	sempav:UnspecifiedMatching
RHEA:31146		kegg.reaction:R04748		oboinowl:hasDbXref	sempav:UnspecifiedMatching
RHEA:31149		metacyc.compound:RXN-10911		oboinowl:hasDbXref	sempav:UnspecifiedMatching
RHEA:31150		kegg.reaction:R04880		oboinowl:hasDbXref	sempav:UnspecifiedMatching
RHEA:31152		reactome:R-HSA-2408543.3		oboinowl:hasDbXref	sempav:UnspecifiedMatching
RHEA:31154		kegg.reaction:R04930		oboinowl:hasDbXref	sempav:UnspecifiedMatching
RHEA:31156		metacyc.compound:HYDROXYPYRROLINEDEH-RXN		oboinowl:hasDbXref	sempav:UnspecifiedMatching
RHEA:31158		kegg.reaction:R04444		oboinowl:hasDbXref	sempav:UnspecifiedMatching
RHEA:31160		reactome:R-HSA-77303.3		oboinowl:hasDbXref	sempav:UnspecifiedMatching
RHEA:31162		kegg.reaction:R04737		oboinowl:hasDbXref	sempav:UnspecifiedMatching
RHEA:31165		reactome:R-HSA-77301.3		oboinowl:hasDbXref	sempav:UnspecifiedMatching
RHEA:31166		kegg.reaction:R04738		oboinowl:hasDbXref	sempav:UnspecifiedMatching
RHEA:31166		metacyc.compound:RXN-14272		oboinowl:hasDbXref	sempav:UnspecifiedMatching
RHEA:31168		reactome:R-HSA-77283.3		oboinowl:hasDbXref	sempav:UnspecifiedMatching
RHEA:31170		kegg.reaction:R04739		oboinowl:hasDbXref	sempav:UnspecifiedMatching
RHEA:31173		reactome:R-HSA-77277.3		oboinowl:hasDbXref	sempav:UnspecifiedMatching
RHEA:31174		kegg.reaction:R04740		oboinowl:hasDbXref	sempav:UnspecifiedMatching
RHEA:31174		metacyc.compound:RXN-14273		oboinowl:hasDbXref	sempav:UnspecifiedMatching
RHEA:31176		reactome:R-HSA-70870.4		oboinowl:hasDbXref	sempav:UnspecifiedMatching
RHEA:31178		kegg.reaction:R04224		oboinowl:hasDbXref	sempav:UnspecifiedMatching
RHEA:31178		metacyc.compound:METHYLACYLYLCOA-HYDROXY-RXN		oboinowl:hasDbXref	sempav:UnspecifiedMatching
RHEA:31180		reactome:R-HSA-77254.3		oboinowl:hasDbXref	sempav:UnspecifiedMatching
RHEA:31182		kegg.reaction:R04741		oboinowl:hasDbXref	sempav:UnspecifiedMatching
RHEA:31185		reactome:R-HSA-77309.3		oboinowl:hasDbXref	sempav:UnspecifiedMatching
RHEA:31186		kegg.reaction:R04742		oboinowl:hasDbXref	sempav:UnspecifiedMatching
RHEA:31188		reactome:R-HSA-77342.3		oboinowl:hasDbXref	sempav:UnspecifiedMatching
RHEA:31190		kegg.reaction:R04743		oboinowl:hasDbXref	sempav:UnspecifiedMatching
RHEA:31193		reactome:R-HSA-77344.3		oboinowl:hasDbXref	sempav:UnspecifiedMatching
RHEA:31194		ecocyc:RXN-13616		oboinowl:hasDbXref	sempav:UnspecifiedMatching
RHEA:31194		kegg.reaction:R04744		oboinowl:hasDbXref	sempav:UnspecifiedMatching
RHEA:31194		metacyc.compound:RXN-13616		oboinowl:hasDbXref	sempav:UnspecifiedMatching
RHEA:31196		reactome:R-HSA-77331.3		oboinowl:hasDbXref	sempav:UnspecifiedMatching
RHEA:31198		kegg.reaction:R04745		oboinowl:hasDbXref	sempav:UnspecifiedMatching
RHEA:31201		reactome:R-HSA-77333.3		oboinowl:hasDbXref	sempav:UnspecifiedMatching
RHEA:31202		ecocyc:RXN-20678		oboinowl:hasDbXref	sempav:UnspecifiedMatching
RHEA:31202		kegg.reaction:R04746		oboinowl:hasDbXref	sempav:UnspecifiedMatching
RHEA:31202		metacyc.compound:RXN-20678		oboinowl:hasDbXref	sempav:UnspecifiedMatching
RHEA:31205		metacyc.compound:RXN-14277		oboinowl:hasDbXref	sempav:UnspecifiedMatching
RHEA:31205		reactome:R-HSA-77329.3		oboinowl:hasDbXref	sempav:UnspecifiedMatching
RHEA:31206		kegg.reaction:R04747		oboinowl:hasDbXref	sempav:UnspecifiedMatching
RHEA:31208		reactome:R-HSA-77327.3		oboinowl:hasDbXref	sempav:UnspecifiedMatching
RHEA:31210		kegg.reaction:R04751		oboinowl:hasDbXref	sempav:UnspecifiedMatching
RHEA:31212		reactome:R-HSA-2408551.2		oboinowl:hasDbXref	sempav:UnspecifiedMatching
RHEA:31214		kegg.reaction:R04771		oboinowl:hasDbXref	sempav:UnspecifiedMatching
RHEA:31216		metacyc.compound:RXN-10780		oboinowl:hasDbXref	sempav:UnspecifiedMatching
RHEA:31216		reactome:R-HSA-380608.4		oboinowl:hasDbXref	sempav:UnspecifiedMatching
RHEA:31218		kegg.reaction:R04903		oboinowl:hasDbXref	sempav:UnspecifiedMatching
RHEA:31222		kegg.reaction:R04909		oboinowl:hasDbXref	sempav:UnspecifiedMatching
RHEA:31224		metacyc.compound:RXN-8036		oboinowl:hasDbXref	sempav:UnspecifiedMatching
RHEA:31226		kegg.reaction:R04998		oboinowl:hasDbXref	sempav:UnspecifiedMatching
RHEA:31230		ecocyc:NACGLCTRANS-RXN		oboinowl:hasDbXref	sempav:UnspecifiedMatching
RHEA:31230		kegg.reaction:R05032		oboinowl:hasDbXref	sempav:UnspecifiedMatching
RHEA:31230		metacyc.compound:NACGLCTRANS-RXN		oboinowl:hasDbXref	sempav:UnspecifiedMatching
RHEA:31232		metacyc.compound:RXN-37		oboinowl:hasDbXref	sempav:UnspecifiedMatching
RHEA:31234		kegg.reaction:R05050		oboinowl:hasDbXref	sempav:UnspecifiedMatching
RHEA:31238		kegg.reaction:R05052		oboinowl:hasDbXref	sempav:UnspecifiedMatching
RHEA:31240		reactome:R-HSA-190182.2		oboinowl:hasDbXref	sempav:UnspecifiedMatching
RHEA:31242		kegg.reaction:R04972		oboinowl:hasDbXref	sempav:UnspecifiedMatching
RHEA:31242		metacyc.compound:RXN-10642		oboinowl:hasDbXref	sempav:UnspecifiedMatching
RHEA:31244		metacyc.compound:RXN-14472		oboinowl:hasDbXref	sempav:UnspecifiedMatching
RHEA:31246		kegg.reaction:R05051		oboinowl:hasDbXref	sempav:UnspecifiedMatching
RHEA:31250		kegg.reaction:R05062		oboinowl:hasDbXref	sempav:UnspecifiedMatching
RHEA:31252		metacyc.compound:3-HYDROXYISOBUTYRYL-COA-HYDROLASE-RXN		oboinowl:hasDbXref	sempav:UnspecifiedMatching
RHEA:31254		kegg.reaction:R05064		oboinowl:hasDbXref	sempav:UnspecifiedMatching
RHEA:31258		kegg.reaction:R05071		oboinowl:hasDbXref	sempav:UnspecifiedMatching
RHEA:31258		metacyc.compound:2-ACETOLACTATE-MUTASE-RXN		oboinowl:hasDbXref	sempav:UnspecifiedMatching
RHEA:31262		kegg.reaction:R05119		oboinowl:hasDbXref	sempav:UnspecifiedMatching
RHEA:31266		kegg.reaction:R05121		oboinowl:hasDbXref	sempav:UnspecifiedMatching
RHEA:31270		kegg.reaction:R05231		oboinowl:hasDbXref	sempav:UnspecifiedMatching
RHEA:31272		metacyc.compound:RXN-12763		oboinowl:hasDbXref	sempav:UnspecifiedMatching
RHEA:31274		kegg.reaction:R05632		oboinowl:hasDbXref	sempav:UnspecifiedMatching
RHEA:31276		metacyc.compound:3-HYDROXYISOBUTYRATE-DEHYDROGENASE-RXN		oboinowl:hasDbXref	sempav:UnspecifiedMatching
RHEA:31278		kegg.reaction:R05066		oboinowl:hasDbXref	sempav:UnspecifiedMatching
RHEA:31282		kegg.reaction:R05555		oboinowl:hasDbXref	sempav:UnspecifiedMatching
RHEA:31284		reactome:R-HSA-188467.3		oboinowl:hasDbXref	sempav:UnspecifiedMatching
RHEA:31286		kegg.reaction:R00848		oboinowl:hasDbXref	sempav:UnspecifiedMatching
RHEA:31288		metacyc.compound:PROPCOASYN-RXN		oboinowl:hasDbXref	sempav:UnspecifiedMatching
RHEA:31290		kegg.reaction:R04432		oboinowl:hasDbXref	sempav:UnspecifiedMatching
RHEA:31298		ecocyc:RXN-7282		oboinowl:hasDbXref	sempav:UnspecifiedMatching
RHEA:31298		metacyc.compound:RXN-7282		oboinowl:hasDbXref	sempav:UnspecifiedMatching
RHEA:31300		metacyc.compound:RXN-14280		oboinowl:hasDbXref	sempav:UnspecifiedMatching
RHEA:31302		kegg.reaction:R06366		oboinowl:hasDbXref	sempav:UnspecifiedMatching
RHEA:31306		kegg.reaction:R09662		oboinowl:hasDbXref	sempav:UnspecifiedMatching
RHEA:31306		metacyc.compound:RXN-12446		oboinowl:hasDbXref	sempav:UnspecifiedMatching
RHEA:31308		metacyc.compound:RXN-5471		oboinowl:hasDbXref	sempav:UnspecifiedMatching
RHEA:31310		kegg.reaction:R06263		oboinowl:hasDbXref	sempav:UnspecifiedMatching
RHEA:31316		metacyc.compound:RXN-12038		oboinowl:hasDbXref	sempav:UnspecifiedMatching
RHEA:31320		metacyc.compound:RXN-12041		oboinowl:hasDbXref	sempav:UnspecifiedMatching
RHEA:31324		metacyc.compound:RXN-12029		oboinowl:hasDbXref	sempav:UnspecifiedMatching
RHEA:31326		kegg.reaction:R09667		oboinowl:hasDbXref	sempav:UnspecifiedMatching
RHEA:31328		metacyc.compound:RXN-11879		oboinowl:hasDbXref	sempav:UnspecifiedMatching
RHEA:31330		kegg.reaction:R09670		oboinowl:hasDbXref	sempav:UnspecifiedMatching
RHEA:31332		ecocyc:RXN-8344		oboinowl:hasDbXref	sempav:UnspecifiedMatching
RHEA:31332		metacyc.compound:RXN-8344		oboinowl:hasDbXref	sempav:UnspecifiedMatching
RHEA:31338		ecocyc:RXN0-6254		oboinowl:hasDbXref	sempav:UnspecifiedMatching
RHEA:31338		metacyc.compound:RXN0-6254		oboinowl:hasDbXref	sempav:UnspecifiedMatching
RHEA:31340		metacyc.compound:RXN-9776		oboinowl:hasDbXref	sempav:UnspecifiedMatching
RHEA:31342		kegg.reaction:R09475		oboinowl:hasDbXref	sempav:UnspecifiedMatching
RHEA:31344		metacyc.compound:RXN-8852		oboinowl:hasDbXref	sempav:UnspecifiedMatching
RHEA:31346		kegg.reaction:R09664		oboinowl:hasDbXref	sempav:UnspecifiedMatching
RHEA:31348		metacyc.compound:RXN-11469		oboinowl:hasDbXref	sempav:UnspecifiedMatching
RHEA:31350		kegg.reaction:R09723		oboinowl:hasDbXref	sempav:UnspecifiedMatching
RHEA:31353		metacyc.compound:RXN-12338		oboinowl:hasDbXref	sempav:UnspecifiedMatching
RHEA:31354		kegg.reaction:R09743		oboinowl:hasDbXref	sempav:UnspecifiedMatching
RHEA:31356		metacyc.compound:RXN-9740		oboinowl:hasDbXref	sempav:UnspecifiedMatching
RHEA:31358		kegg.reaction:R09786		oboinowl:hasDbXref	sempav:UnspecifiedMatching
RHEA:31360		metacyc.compound:RXN-9508		oboinowl:hasDbXref	sempav:UnspecifiedMatching
RHEA:31362		kegg.reaction:R09798		oboinowl:hasDbXref	sempav:UnspecifiedMatching
RHEA:31366		kegg.reaction:R09749		oboinowl:hasDbXref	sempav:UnspecifiedMatching
RHEA:31366		metacyc.compound:RXN-12450		oboinowl:hasDbXref	sempav:UnspecifiedMatching
RHEA:31370		kegg.reaction:R09751		oboinowl:hasDbXref	sempav:UnspecifiedMatching
RHEA:31370		metacyc.compound:RXN-12316		oboinowl:hasDbXref	sempav:UnspecifiedMatching
RHEA:31372		metacyc.compound:RXN-3624		oboinowl:hasDbXref	sempav:UnspecifiedMatching
RHEA:31374		kegg.reaction:R07722		oboinowl:hasDbXref	sempav:UnspecifiedMatching
RHEA:31376		metacyc.compound:RXN-12388		oboinowl:hasDbXref	sempav:UnspecifiedMatching
RHEA:31378		kegg.reaction:R09794		oboinowl:hasDbXref	sempav:UnspecifiedMatching
RHEA:31381		metacyc.compound:RXN-12342		oboinowl:hasDbXref	sempav:UnspecifiedMatching
RHEA:31382		kegg.reaction:R09795		oboinowl:hasDbXref	sempav:UnspecifiedMatching
RHEA:31384		metacyc.compound:RXN-111		oboinowl:hasDbXref	sempav:UnspecifiedMatching
RHEA:31386		kegg.reaction:R06466		oboinowl:hasDbXref	sempav:UnspecifiedMatching
RHEA:31394		kegg.reaction:R09690		oboinowl:hasDbXref	sempav:UnspecifiedMatching
RHEA:31394		metacyc.compound:RXN-12224		oboinowl:hasDbXref	sempav:UnspecifiedMatching
RHEA:31396		metacyc.compound:RXN-9303		oboinowl:hasDbXref	sempav:UnspecifiedMatching
RHEA:31398		kegg.reaction:R09719		oboinowl:hasDbXref	sempav:UnspecifiedMatching
RHEA:31400		metacyc.compound:RXN-9304		oboinowl:hasDbXref	sempav:UnspecifiedMatching
RHEA:31402		kegg.reaction:R09744		oboinowl:hasDbXref	sempav:UnspecifiedMatching
RHEA:31404		metacyc.compound:RXN-9305		oboinowl:hasDbXref	sempav:UnspecifiedMatching
RHEA:31406		kegg.reaction:R09745		oboinowl:hasDbXref	sempav:UnspecifiedMatching
RHEA:31408		metacyc.compound:RXN-12258		oboinowl:hasDbXref	sempav:UnspecifiedMatching
RHEA:31410		kegg.reaction:R09746		oboinowl:hasDbXref	sempav:UnspecifiedMatching
RHEA:31414		kegg.reaction:R08769		oboinowl:hasDbXref	sempav:UnspecifiedMatching
RHEA:31414		metacyc.compound:RXN-12160		oboinowl:hasDbXref	sempav:UnspecifiedMatching
RHEA:31428		metacyc.compound:RXN-8621		oboinowl:hasDbXref	sempav:UnspecifiedMatching
RHEA:31430		kegg.reaction:R10732		oboinowl:hasDbXref	sempav:UnspecifiedMatching
RHEA:31432		metacyc.compound:RXN-12494		oboinowl:hasDbXref	sempav:UnspecifiedMatching
RHEA:31434		kegg.reaction:R10734		oboinowl:hasDbXref	sempav:UnspecifiedMatching
RHEA:31436		metacyc.compound:RXN-12493		oboinowl:hasDbXref	sempav:UnspecifiedMatching
RHEA:31438		kegg.reaction:R10733		oboinowl:hasDbXref	sempav:UnspecifiedMatching
RHEA:31440		metacyc.compound:RXN-8572		oboinowl:hasDbXref	sempav:UnspecifiedMatching
RHEA:31442		kegg.reaction:R10726		oboinowl:hasDbXref	sempav:UnspecifiedMatching
RHEA:31444		ecocyc:RXN0-6541		oboinowl:hasDbXref	sempav:UnspecifiedMatching
RHEA:31444		metacyc.compound:RXN0-6541		oboinowl:hasDbXref	sempav:UnspecifiedMatching
RHEA:31446		kegg.reaction:R01843		oboinowl:hasDbXref	sempav:UnspecifiedMatching
RHEA:31448		metacyc.compound:RXN-8243		oboinowl:hasDbXref	sempav:UnspecifiedMatching
RHEA:31452		ecocyc:CARDIOLIPSYN-RXN		oboinowl:hasDbXref	sempav:UnspecifiedMatching
RHEA:31452		metacyc.compound:CARDIOLIPSYN-RXN		oboinowl:hasDbXref	sempav:UnspecifiedMatching
RHEA:31454		kegg.reaction:R07390		oboinowl:hasDbXref	sempav:UnspecifiedMatching
RHEA:31457		ecocyc:RXN-12445		oboinowl:hasDbXref	sempav:UnspecifiedMatching
RHEA:31457		metacyc.compound:RXN-12445		oboinowl:hasDbXref	sempav:UnspecifiedMatching
RHEA:31458		kegg.reaction:R09750		oboinowl:hasDbXref	sempav:UnspecifiedMatching
RHEA:31460		metacyc.compound:RXN-12609		oboinowl:hasDbXref	sempav:UnspecifiedMatching
RHEA:31462		kegg.reaction:R09977		oboinowl:hasDbXref	sempav:UnspecifiedMatching
RHEA:31464		metacyc.compound:RXN-8471		oboinowl:hasDbXref	sempav:UnspecifiedMatching
RHEA:31466		kegg.reaction:R09757		oboinowl:hasDbXref	sempav:UnspecifiedMatching
RHEA:31468		metacyc.compound:RXN-8473		oboinowl:hasDbXref	sempav:UnspecifiedMatching
RHEA:31470		kegg.reaction:R09758		oboinowl:hasDbXref	sempav:UnspecifiedMatching
RHEA:31472		metacyc.compound:RXN-8475		oboinowl:hasDbXref	sempav:UnspecifiedMatching
