original_term	term_source	chebi_id	chebi_label	chebi_formula	mapping_quality
cpd:C12277	kegg_compound	CHEBI:31341	calcium dihydroxide		high
cpd:C13140	kegg_compound	CHEBI:31344	calcium oxide		high
cpd:C12276	kegg_compound	CHEBI:31345	Calcium pantothenate		high
cpd:C13194	kegg_compound	CHEBI:31346	calcium sulfate		high
cpd:C12650	kegg_compound	CHEBI:31348	capecitabine		high
cpd:C12712	kegg_compound	CHEBI:31358	carindacillin sodium		high
cpd:C12432	kegg_compound	CHEBI:31359	carminomycin		high
cpd:C08582	kegg_compound	CHEBI:3136	bixin		high
cpd:C12896	kegg_compound	CHEBI:31361	Carpipramine maleate		high
cpd:C13016	kegg_compound	CHEBI:31363	carumonam sodium		high
cpd:C12691	kegg_compound	CHEBI:31364	Cefacetrile sodium		high
cpd:C12557	kegg_compound	CHEBI:31368	cefepime hydrochloride		high
cpd:C13089	kegg_compound	CHEBI:31369	Cefetamet pivoxil hydrochloride		high
cpd:C13142	kegg_compound	CHEBI:31375	Cefovecin sodium		high
cpd:C13024	kegg_compound	CHEBI:31376	Cefpimizole sodium		high
cpd:C13376	kegg_compound	CHEBI:31377	cefpiramide sodium		high
cpd:C12979	kegg_compound	CHEBI:31379	cefroxadine		high
cpd:C09046	kegg_compound	CHEBI:3138	Bleekerine		high
cpd:C13505	kegg_compound	CHEBI:31380	Cefsulodin sodium		high
cpd:C13143	kegg_compound	CHEBI:31383	Ceftiofur sodium		high
cpd:C12242	kegg_compound	CHEBI:31389	chelidonine		high
cpd:C06854	kegg_compound	CHEBI:3139	bleomycin A2		high
cpd:C15773	kegg_compound	CHEBI:3139	bleomycin A2		high
cpd:C12229	kegg_compound	CHEBI:31390	Chelilutine		high
cpd:C12167	kegg_compound	CHEBI:31391	Cherylline		high
cpd:C12729	kegg_compound	CHEBI:31394	Chlormadinone acetate		high
cpd:C12471	kegg_compound	CHEBI:31395	Chlorobiocic acid		high
cpd:C12299	kegg_compound	CHEBI:31402	cinnamyl acetate		high
cpd:C12649	kegg_compound	CHEBI:31404	Citric acid monohydrate		high
cpd:C12295	kegg_compound	CHEBI:31406	Citronellyl formate		high
cpd:C10248	kegg_compound	CHEBI:3141	Blestriarene B		high
cpd:C12937	kegg_compound	CHEBI:31417	Clocapramine dihydrochloride		high
cpd:C12278	kegg_compound	CHEBI:31431	Copper gluconate		high
cpd:C12219	kegg_compound	CHEBI:31432	corynebactin		high
cpd:C12479	kegg_compound	CHEBI:31433	Coumermic acid		high
cpd:C12480	kegg_compound	CHEBI:31434	Coumermycin D		high
cpd:C12478	kegg_compound	CHEBI:31435	Coumeroic acid		high
cpd:C12168	kegg_compound	CHEBI:31436	Crinamidine		high
cpd:C12162	kegg_compound	CHEBI:31437	Crinine		high
cpd:C12643	kegg_compound	CHEBI:31442	cyanidin 3-O-(6-O-malonyl-beta-D-glucoside)		high
cpd:C12766	kegg_compound	CHEBI:31444	cyclacillin		high
cpd:C13050	kegg_compound	CHEBI:31445	cyclic ADP-beta-D-ribose		high
cpd:C12297	kegg_compound	CHEBI:31447	Cyclohexyl acetate		high
cpd:C12685	kegg_compound	CHEBI:31448	cyclothiazide		high
cpd:C12962	kegg_compound	CHEBI:31450	cyphenothrin		high
cpd:C12307	kegg_compound	CHEBI:31457	decanal		high
cpd:C12374	kegg_compound	CHEBI:31458	Decarboxytetracenomycin F1		high
cpd:C13154	kegg_compound	CHEBI:31459	3,7,12-trioxo-5beta-cholanic acid		high
cpd:C01410	kegg_compound	CHEBI:3146	N(alpha)-t-butoxycarbonyl-L-asparagine		high
cpd:C12390	kegg_compound	CHEBI:31461	dehydrorabelomycin		high
cpd:C12138	kegg_compound	CHEBI:31463	delphinidin 3-O-beta-D-glucoside		high
cpd:C12347	kegg_compound	CHEBI:31464	2-deoxyribose 5-triphosphate		high
cpd:C12476	kegg_compound	CHEBI:31467	descarbamoylnovobiocin		high
cpd:C12475	kegg_compound	CHEBI:31469	desmethyldescarbamoylnovobiocin		high
cpd:C02138	kegg_compound	CHEBI:3147	Boc-Asn-OPhNO2		high
cpd:C12886	kegg_compound	CHEBI:31473	Dialicor		high
cpd:C12767	kegg_compound	CHEBI:31477	Dibenzthion		high
cpd:C09365	kegg_compound	CHEBI:3148	Boldine		high
cpd:C12695	kegg_compound	CHEBI:31485	Difluprednate		high
cpd:C12418	kegg_compound	CHEBI:31486	dihydro-nogalonic acid methyl ester		high
cpd:C13167	kegg_compound	CHEBI:31487	dihydro-alpha-ergocryptine mesylate		high
cpd:C12126	kegg_compound	CHEBI:31488	N-acylsphinganine		high
cpd:C09050	kegg_compound	CHEBI:3149	Bonafousine		high
cpd:C13168	kegg_compound	CHEBI:31490	dihydroergocristine mesylate		high
cpd:C12436	kegg_compound	CHEBI:31491	Dihydrokalafungin		high
cpd:C12954	kegg_compound	CHEBI:31493	dilazep dihydrochloride		high
cpd:C12717	kegg_compound	CHEBI:31495	Dimefline hydrochloride		high
cpd:C12959	kegg_compound	CHEBI:31497	Dimetacrine tartrate		high
cpd:C12786	kegg_compound	CHEBI:31502	Dinoprost tromethamine		high
cpd:C12339	kegg_compound	CHEBI:31503	dioncopeltine A		high
cpd:C12336	kegg_compound	CHEBI:31504	dioncophylline A		high
cpd:C12337	kegg_compound	CHEBI:31505	dioncophylline C		high
cpd:C12341	kegg_compound	CHEBI:31506	Dioncophyllinol B		high
cpd:C11338	kegg_compound	CHEBI:3151	(+)-bornyl acetate		high
cpd:C12739	kegg_compound	CHEBI:31521	doxifluridine		high
cpd:C12240	kegg_compound	CHEBI:31525	Dubiusine		high
cpd:C12448	kegg_compound	CHEBI:31529	ecgonine methyl ester		high
cpd:C09051	kegg_compound	CHEBI:3153	Borrecapine		high
cpd:C13008	kegg_compound	CHEBI:31530	edaravone		high
cpd:C12599	kegg_compound	CHEBI:31536	emtricitabine		high
cpd:C09052	kegg_compound	CHEBI:3154	Borreline		high
cpd:C12978	kegg_compound	CHEBI:31542	epidihydrocholesterin		high
cpd:C12231	kegg_compound	CHEBI:31543	Epinorgalanthamine		high
cpd:C12234	kegg_compound	CHEBI:31544	Epinorlycoramine		high
cpd:C12512	kegg_compound	CHEBI:31547	eplerenone		high
cpd:C12153	kegg_compound	CHEBI:31549	epothilone A		high
cpd:C09054	kegg_compound	CHEBI:3155	Borrerine		high
cpd:C12154	kegg_compound	CHEBI:31550	epothilone B		high
cpd:C12796	kegg_compound	CHEBI:31555	erythromycin ethylsuccinate		high
cpd:C12309	kegg_compound	CHEBI:31557	Esmeraldin A		high
cpd:C12310	kegg_compound	CHEBI:31558	Esmeraldin B		high
cpd:C09082	kegg_compound	CHEBI:3156	Borreverine		high
cpd:C13077	kegg_compound	CHEBI:31560	Estradiol dipropionate		high
cpd:C12859	kegg_compound	CHEBI:31561	Estradiol valerate		high
cpd:C13031	kegg_compound	CHEBI:31562	estramustine sodium phosphate		high
cpd:C09915	kegg_compound	CHEBI:3157	boschniakine		high
cpd:C12290	kegg_compound	CHEBI:31571	ethyl isovalerate		high
cpd:C09772	kegg_compound	CHEBI:3158	Boschnialactone		high
cpd:C12724	kegg_compound	CHEBI:31580	ethynodiol diacetate		high
cpd:C09622	kegg_compound	CHEBI:3159	botrydial		high
cpd:C13310	kegg_compound	CHEBI:31591	Faropenem sodium		high
cpd:C13311	kegg_compound	CHEBI:31592	Fasoracetam		high
cpd:C12218	kegg_compound	CHEBI:31594	Fe(CN)2		high
cpd:C12217	kegg_compound	CHEBI:31595	iron tricyanide		high
cpd:C07946	kegg_compound	CHEBI:3160	Botulinum toxin type A		high
cpd:C08541	kegg_compound	CHEBI:3161	Bougainvillein-r-I		high
cpd:C10202	kegg_compound	CHEBI:3162	bowdichione		high
cpd:C08577	kegg_compound	CHEBI:3163	bracteatin		high
neomycin sulfate	bacdive_metabolite	CHEBI:31635	neomycin sulfate		high
cpd:C12451	kegg_compound	CHEBI:31636	Fridamycin E		high
cpd:C13299	kegg_compound	CHEBI:31639	Fungichromin		high
cpd:C09366	kegg_compound	CHEBI:3164	Bracteoline		high
cpd:C13106	kegg_compound	CHEBI:31642	gadodiamide hydrate		high
cpd:C12294	kegg_compound	CHEBI:31648	(E)-geranyl formate		high
cpd:C13297	kegg_compound	CHEBI:31649	teprenone		high
cpd:C12174	kegg_compound	CHEBI:31662	Haemanthidine		high
cpd:C12164	kegg_compound	CHEBI:31667	Hamayne		high
cpd:C13101	kegg_compound	CHEBI:31669	hexestrol		high
cpd:C11048	kegg_compound	CHEBI:3167	Brassicanal A		high
cpd:C13358	kegg_compound	CHEBI:31675	Hydrocortisone butyrate propionate		high
cpd:C13422	kegg_compound	CHEBI:31676	hydrocortisone caproate		high
cpd:C12888	kegg_compound	CHEBI:31677	hydrocortisone succinate		high
cpd:C12222	kegg_compound	CHEBI:31679	Hydroxysanguinarine		high
cpd:C08813	kegg_compound	CHEBI:3168	brassicasterol		high
cpd:C13109	kegg_compound	CHEBI:31681	Hyoscyamine methylbromide		high
cpd:C13426	kegg_compound	CHEBI:31683	I-123 BMIPP		high
cpd:C12215	kegg_compound	CHEBI:31692	1-deoxy-1-iminoerythritol 4-phosphate		high
cpd:C12312	kegg_compound	CHEBI:31697	indolin-2-one		high
cpd:C09920	kegg_compound	CHEBI:3170	brazilin		high
cpd:C11791	kegg_compound	CHEBI:3171	bremazocine		high
cpd:C06855	kegg_compound	CHEBI:3172	bretylium		high
cpd:C12181	kegg_compound	CHEBI:31723	Ismine		high
cpd:C12296	kegg_compound	CHEBI:31725	isoamyl acetate		high
cpd:C12293	kegg_compound	CHEBI:31726	isoamyl formate		high
cpd:C12289	kegg_compound	CHEBI:31727	Isoamyl isovalerate		high
cpd:C12343	kegg_compound	CHEBI:31733	Isoshinanolone		high
cpd:C12266	kegg_compound	CHEBI:31737	iturin A		high
cpd:C12395	kegg_compound	CHEBI:31738	jadomycin B		high
cpd:C12662	kegg_compound	CHEBI:31739	josamycin		high
cpd:C09083	kegg_compound	CHEBI:3174	Brevicolline		high
cpd:C13326	kegg_compound	CHEBI:31740	Kad 1229		high
cpd:C12636	kegg_compound	CHEBI:31741	kaempferol 3-O-[6-(4-coumaroyl)-beta-D-glucosyl-(1->2)-beta-D-glucosyl-(1->2)-beta-D-glucoside]		high
cpd:C12626	kegg_compound	CHEBI:31742	kaempferol 3-O-beta-D-galactoside		high
cpd:C12634	kegg_compound	CHEBI:31743	kaempferol 3-O-beta-D-glucosyl-(1->2)-beta-D-glucoside		high
cpd:C12635	kegg_compound	CHEBI:31744	kaempferol 3-O-beta-D-glucosyl-(1->2)-beta-D-glucosyl-(1->2)-beta-D-glucoside		high
cpd:C12819	kegg_compound	CHEBI:31746	kainic acid		high
cpd:C12213	kegg_compound	CHEBI:31748	3-amino-3-deoxy-6-O-phosphono-D-glucopyranose		high
cpd:C07886	kegg_compound	CHEBI:3175	brimonidine		high
cpd:C12394	kegg_compound	CHEBI:31751	kinamycin D		high
cpd:C12391	kegg_compound	CHEBI:31752	kinobscurinone		high
cpd:C13103	kegg_compound	CHEBI:31753	leucomycin V		high
cpd:C14064	kegg_compound	CHEBI:31753	leucomycin V		high
cpd:C12338	kegg_compound	CHEBI:31754	Korupensamine A		high
cpd:C12323	kegg_compound	CHEBI:31755	L-4-hydroxyphenylglycine		high
cpd:C12470	kegg_compound	CHEBI:31756	L-Prolyl-[pcp]		high
cpd:C12461	kegg_compound	CHEBI:31758	L-Tyrosyl-[pcp]		high
cpd:C07760	kegg_compound	CHEBI:3176	brinzolamide		high
cpd:C12633	kegg_compound	CHEBI:31763	laricitrin		high
cpd:C12327	kegg_compound	CHEBI:31764	Laudanosoline		high
cpd:C10911	kegg_compound	CHEBI:3177	bromacil		high
cpd:C13156	kegg_compound	CHEBI:31770	lentinan		high
cpd:C12265	kegg_compound	CHEBI:31774	Lichenysin D		high
cpd:C12871	kegg_compound	CHEBI:31781	lopinavir		high
cpd:C12630	kegg_compound	CHEBI:31788	luteolin 7-O-neohesperidoside		high
cpd:C12233	kegg_compound	CHEBI:31789	Lycoramine		high
cpd:C11036	kegg_compound	CHEBI:3179	bromobenzene		high
cpd:C13037	kegg_compound	CHEBI:31790	Lynestrenol		high
cpd:C12893	kegg_compound	CHEBI:31793	magnesium carbonate		high
cpd:C12567	kegg_compound	CHEBI:31794	magnesium oxide		high
cpd:C12505	kegg_compound	CHEBI:31795	magnesium sulfate heptahydrate		high
cpd:C12140	kegg_compound	CHEBI:31799	malvidin 3-O-beta-D-glucoside		high
cpd:C12948	kegg_compound	CHEBI:31802	Mazaticol hydrochloride		high
cpd:C13254	kegg_compound	CHEBI:31803	Mebhydrolin napadisilate		high
cpd:C12437	kegg_compound	CHEBI:31808	Medermycin		high
cpd:C06856	kegg_compound	CHEBI:3181	bromocriptine		high
cpd:C13179	kegg_compound	CHEBI:31810	fleroxacin		high
fleroxacin	bacdive_metabolite	CHEBI:31810	fleroxacin		high
cpd:C13429	kegg_compound	CHEBI:31813	Meglumine sodium amidotrizoate		high
cpd:C12755	kegg_compound	CHEBI:31821	Mequitazine		high
cpd:C13377	kegg_compound	CHEBI:31823	mercury dichloride		high
cpd:C06857	kegg_compound	CHEBI:3183	brompheniramine		high
cpd:C12280	kegg_compound	CHEBI:31831	Methyl acetyl ricinoleate		high
cpd:C12305	kegg_compound	CHEBI:31832	methyl salicylate		high
cpd:C12245	kegg_compound	CHEBI:31833	Methyl 5-(but-3-en-1-yl)amino-1,3,4-oxadiazole-2-carboxylate		high
midecamycin	bacdive_metabolite	CHEBI:31845	Midecamycin		high
cpd:C09505	kegg_compound	CHEBI:3185	broussin		high
cpd:C12333	kegg_compound	CHEBI:31850	militarinone A		high
cpd:C12335	kegg_compound	CHEBI:31852	Militarinone C		high
cpd:C12332	kegg_compound	CHEBI:31853	Militarinone D		high
cpd:C12389	kegg_compound	CHEBI:31856	mithramycin		high
cpd:C09524	kegg_compound	CHEBI:3186	Broussonin C		high
cpd:C13494	kegg_compound	CHEBI:31867	mosapride citrate dihydrate		high
cpd:C08665	kegg_compound	CHEBI:3187	browniine		high
cpd:C12216	kegg_compound	CHEBI:31870	Mycobactin S		high
cpd:C12151	kegg_compound	CHEBI:31871	Mycolactone		high
cpd:C12158	kegg_compound	CHEBI:31872	Myxalamid A		high
cpd:C12159	kegg_compound	CHEBI:31873	Myxalamid B		high
cpd:C12160	kegg_compound	CHEBI:31874	Myxalamid C		high
cpd:C12161	kegg_compound	CHEBI:31875	Myxalamid D		high
cpd:C12157	kegg_compound	CHEBI:31876	Myxalamid S		high
cpd:C12220	kegg_compound	CHEBI:31877	Myxochelin A		high
cpd:C13664	kegg_compound	CHEBI:31879	N,N,N-Trimethylserotonin		high
cpd:C08749	kegg_compound	CHEBI:3188	Bruceantin		high
cpd:C12223	kegg_compound	CHEBI:31881	N-Methyl-2,3,7,8-tetramethoxy-5,6-dihydrobenzophenathridine-6-ethanoic acid		high
cpd:C12269	kegg_compound	CHEBI:31882	N-methyl-D-aspartic acid		high
cpd:C12272	kegg_compound	CHEBI:31883	N-oleoyldopamine		high
cpd:C12224	kegg_compound	CHEBI:31884	N-methyl-2,3,7,8-tetramethoxybenzophenanthridine-6(5H)-one		high
cpd:C12986	kegg_compound	CHEBI:31885	N-acetyl-L-2-aminoadipic acid		high
cpd:C12987	kegg_compound	CHEBI:31887	N-acetyl-L-2-aminoadipic acid 6-phosphate		high
cpd:C08750	kegg_compound	CHEBI:3189	Bruceantinol		high
cpd:C12185	kegg_compound	CHEBI:31895	Nangustine		high
cpd:C12184	kegg_compound	CHEBI:31896	Narcissidine		high
cpd:C12508	kegg_compound	CHEBI:31897	nateglinide		high
cpd:C12862	kegg_compound	CHEBI:31898	nedaplatin		high
cpd:C12915	kegg_compound	CHEBI:31899	nemonapride		high
cpd:C08751	kegg_compound	CHEBI:3190	Bruceine B		high
cpd:C13280	kegg_compound	CHEBI:31905	nicorandil		high
cpd:C12152	kegg_compound	CHEBI:31908	Niddamycin		high
cpd:C12416	kegg_compound	CHEBI:31915	nogalonic acid		high
cpd:C12226	kegg_compound	CHEBI:31917	Norchelerythrine		high
cpd:C12173	kegg_compound	CHEBI:31919	Norgalanthamine		high
cpd:C08753	kegg_compound	CHEBI:3192	Bruceoside A		high
cpd:C12253	kegg_compound	CHEBI:31920	Norsanguinine		high
cpd:C12473	kegg_compound	CHEBI:31921	Novclobiocin 104		high
cpd:C12472	kegg_compound	CHEBI:31922	Novclobiocin 105		high
cpd:C12474	kegg_compound	CHEBI:31923	novobiocic acid		high
cpd:C12609	kegg_compound	CHEBI:31924	Novobiocin sodium		high
cpd:C12156	kegg_compound	CHEBI:31927	nystatin A3		high
cpd:C12241	kegg_compound	CHEBI:31928	O-Methyllycorenine		high
cpd:C12183	kegg_compound	CHEBI:31929	Obliquine		high
cpd:C09084	kegg_compound	CHEBI:3193	brucine		high
cpd:C10849	kegg_compound	CHEBI:3194	Brugine		high
cpd:C12552	kegg_compound	CHEBI:31947	Oxethazaine		high
cpd:C12236	kegg_compound	CHEBI:31948	Oxoassoanine		high
cpd:C10133	kegg_compound	CHEBI:3195	Brunfelsamidine		high
cpd:C13055	kegg_compound	CHEBI:31953	Oxytetracycline hydrochloride		high
cpd:C13144	kegg_compound	CHEBI:31954	Ozagrel hydrochloride		high
cpd:C12401	kegg_compound	CHEBI:31956	PD116740		high
cpd:C12186	kegg_compound	CHEBI:31958	pancracine		high
cpd:C12661	kegg_compound	CHEBI:31959	pantethine		high
cpd:C08519	kegg_compound	CHEBI:3196	Brunsvigine		high
cpd:C12238	kegg_compound	CHEBI:31961	Papyramine		high
cpd:C12942	kegg_compound	CHEBI:31962	paraformaldehyde macromolecule		high
cpd:C12656	kegg_compound	CHEBI:31963	Paramethasone acetate		high
cpd:C12642	kegg_compound	CHEBI:31965	pelargonidin 3-O-(6-O-malonyl-beta-D-glucoside)		high
cpd:C12640	kegg_compound	CHEBI:31966	pelargonidin 3-O-(6-O-caffeoyl-beta-D-glucoside) 5-O-beta-D-glucoside		high
cpd:C12137	kegg_compound	CHEBI:31967	pelargonidin 3-O-beta-D-glucoside		high
cpd:C12644	kegg_compound	CHEBI:31968	pelargonidin 3-O-rutinoside		high
cpd:C12645	kegg_compound	CHEBI:31969	pelargonidin 3-O-rutinoside 5-O-beta-D-glucoside		high
cpd:C08754	kegg_compound	CHEBI:3197	Brusatol		high
cpd:C08789	kegg_compound	CHEBI:3198	Bryodulcosigenin		high
cpd:C12139	kegg_compound	CHEBI:31985	petunidin 3-O-beta-D-glucoside		high
cpd:C12439	kegg_compound	CHEBI:31986	Phenanthroviridone aglycon		high
cpd:C12303	kegg_compound	CHEBI:31988	phenethyl acetate		high
cpd:C12590	kegg_compound	CHEBI:31989	Pheneturide		high
cpd:C08852	kegg_compound	CHEBI:3199	Bryophyllin A		high
cpd:C12574	kegg_compound	CHEBI:31990	Pheniramine maleate		high
cpd:C12600	kegg_compound	CHEBI:31991	phenol red		high
cpd:C12958	kegg_compound	CHEBI:31993	Phenylacetylglycine dimethylamide		high
cpd:C13482	kegg_compound	CHEBI:31997	N,N-dimethylethanolamine phosphate		high
cpd:C12145	kegg_compound	CHEBI:31998	N-acylphytosphingosine		high
cpd:C10159	kegg_compound	CHEBI:32	(+)-N-methylconiine		high
Methyl beta-D-glucopyranoside	bacdive_api	CHEBI:320055	methyl beta-D-glucopyranoside		high
methyl beta-D-glucoside	chemicals_sssom	CHEBI:320055	methyl beta-D-glucopyranoside		medium
cpd:C12839	kegg_compound	CHEBI:32006	piperazine phosphate		high
Methyl alpha-D-glucopyranoside	bacdive_api	CHEBI:320061	methyl alpha-D-glucopyranoside		high
cpd:C08853	kegg_compound	CHEBI:3201	bryotoxin A		high
cpd:C10134	kegg_compound	CHEBI:3202	Buchananine		high
cpd:C13334	kegg_compound	CHEBI:32020	pitavastatin		high
cpd:C12202	kegg_compound	CHEBI:32022	Platenolide A		high
cpd:C13273	kegg_compound	CHEBI:32023	plaunotol		high
cpd:C12282	kegg_compound	CHEBI:32028	poly(vinyl acetate)		high
cpd:C12554	kegg_compound	CHEBI:32029	potassium acetate		high
cpd:C10649	kegg_compound	CHEBI:3203	Bucharaine		high
cpd:C13198	kegg_compound	CHEBI:32030	potassium bromide		high
cpd:C12568	kegg_compound	CHEBI:32035	potassium hydroxide		high
cpd:C13192	kegg_compound	CHEBI:32036	potassium sulfate		high
cpd:C10652	kegg_compound	CHEBI:3204	Bucharidine		high
cpd:C13554	kegg_compound	CHEBI:32042	Prednisolone 21-all-cis-farnesylate		high
cpd:C12666	kegg_compound	CHEBI:32044	prednisolone sodium succinate		high
cpd:C12393	kegg_compound	CHEBI:32045	Prekinamycin		high
cpd:C12384	kegg_compound	CHEBI:32046	Premithramycin A1		high
cpd:C12385	kegg_compound	CHEBI:32047	premithramycin A2'		high
cpd:C12387	kegg_compound	CHEBI:32048	Premithramycin A3		high
cpd:C12386	kegg_compound	CHEBI:32049	premithramycin A3'		high
cpd:C07777	kegg_compound	CHEBI:3205	buclizine		high
cpd:C12388	kegg_compound	CHEBI:32050	Premithramycin B		high
cpd:C12383	kegg_compound	CHEBI:32051	Premithramycinone		high
cpd:C12814	kegg_compound	CHEBI:32052	Prifinium bromide		high
cpd:C12177	kegg_compound	CHEBI:32054	Proansamitocin		high
cpd:C13235	kegg_compound	CHEBI:32056	Procaterol hydrochloride		high
cpd:C09623	kegg_compound	CHEBI:3206	buddledin A		high
cpd:C13086	kegg_compound	CHEBI:32060	propagermanium		high
cpd:C13110	kegg_compound	CHEBI:32062	propicillin potassium		high
cpd:C12246	kegg_compound	CHEBI:32068	Protorifamycin I		high
cpd:C12449	kegg_compound	CHEBI:32072	Pseudoecgonine		high
cpd:C12450	kegg_compound	CHEBI:32073	Pseudoecgonyl-CoA		high
cpd:C12187	kegg_compound	CHEBI:32074	Pseudolycorine		high
cpd:C12842	kegg_compound	CHEBI:32075	Pyricarbate		high
cpd:C13427	kegg_compound	CHEBI:32076	zinc pyrithione		high
cpd:C12483	kegg_compound	CHEBI:32078	Pyrrole-2-carboxyl-[pcp]		high
cpd:C12491	kegg_compound	CHEBI:32079	pyrrolnitrin		high
cpd:C09351	kegg_compound	CHEBI:3208	Budlein A		high
cpd:C12638	kegg_compound	CHEBI:32080	quercetin 3-O-(6-O-malonyl-beta-D-glucoside)		high
cpd:C12637	kegg_compound	CHEBI:32081	quercetin 3-O-[beta-D-xylosyl-(1->2)-beta-D-glucoside]		high
cpd:C12667	kegg_compound	CHEBI:32082	quercetin 3-O-beta-D-glucosyl-(1->2)-beta-D-glucoside		high
cpd:C12668	kegg_compound	CHEBI:32083	quercetin 3-O-beta-D-glucosyl-(1->2)-beta-D-glucosyl-(1->2)-beta-D-glucoside		high
cpd:C12402	kegg_compound	CHEBI:32086	Rabelomycin		high
cpd:C07674	kegg_compound	CHEBI:3209	buformin		high
cpd:C12426	kegg_compound	CHEBI:32096	rhodomycin D		high
cpd:C12247	kegg_compound	CHEBI:32099	Rifamycin W		high
cpd:C08299	kegg_compound	CHEBI:3210	bufotenin		high
cpd:C12933	kegg_compound	CHEBI:32105	Rolitetracycline nitrate		high
cpd:C13515	kegg_compound	CHEBI:32108	rubidium hydroxide		high
cpd:C13173	kegg_compound	CHEBI:32109	(Z)-roxithromycin		high
cpd:C09367	kegg_compound	CHEBI:3211	bulbocapnine		high
cpd:C12284	kegg_compound	CHEBI:32112	Saccharin sodium		high
cpd:C12647	kegg_compound	CHEBI:32115	salvianin		high
cpd:C12228	kegg_compound	CHEBI:32116	Sanguilutine		high
cpd:C12232	kegg_compound	CHEBI:32117	Sanguinine		high
cpd:C12230	kegg_compound	CHEBI:32118	Sanguirubine		high
cpd:C12311	kegg_compound	CHEBI:32119	Saphenamycin		high
cpd:C08470	kegg_compound	CHEBI:3212	Bullatacinone		high
cpd:C12560	kegg_compound	CHEBI:32121	Saquinavir mesylate		high
cpd:C13414	kegg_compound	CHEBI:32137	egualen sodium		high
cpd:C12603	kegg_compound	CHEBI:32139	sodium hydrogencarbonate		high
cpd:C10653	kegg_compound	CHEBI:3214	Buntanine		high
cpd:C13403	kegg_compound	CHEBI:32140	sodium caffeine benzoate		high
cpd:C13416	kegg_compound	CHEBI:32143	equilin sodium sulfate		high
cpd:C13085	kegg_compound	CHEBI:32144	Sodium glucuronate		high
cpd:C12569	kegg_compound	CHEBI:32145	sodium hydroxide		high
cpd:C13072	kegg_compound	CHEBI:32147	sodium picosulfate		high
cpd:C13199	kegg_compound	CHEBI:32149	sodium sulfate		high
cpd:C07529	kegg_compound	CHEBI:3215	bupivacaine		high
cpd:C12392	kegg_compound	CHEBI:32153	stealthin C		high
cpd:C12148	kegg_compound	CHEBI:32155	stigmatellin A		high
cpd:C12149	kegg_compound	CHEBI:32156	Stigmatellin X		high
cpd:C12150	kegg_compound	CHEBI:32157	Stigmatellin Y		high
cpd:C12285	kegg_compound	CHEBI:32159	sucralose		high
cpd:C08007	kegg_compound	CHEBI:3216	buprenorphine		high
sulfadimethoxine	bacdive_metabolite	CHEBI:32161	sulfadimethoxine		high
cpd:C12616	kegg_compound	CHEBI:32162	sulfamethopyrazine		high
cpd:C12540	kegg_compound	CHEBI:32164	Sulfamonomethoxine		high
sulfamonomethoxine	bacdive_metabolite	CHEBI:32164	Sulfamonomethoxine		high
sulfisomidine	bacdive_metabolite	CHEBI:32166	sulfisomidine		high
cpd:C13508	kegg_compound	CHEBI:32167	1,2-diacyl-3-(alpha-D-6-sulfoquinovosyl)-sn-glycerol		high
cpd:C13229	kegg_compound	CHEBI:32169	Sulpyrine		high
cpd:C13129	kegg_compound	CHEBI:32170	sultamicillin tosylate		high
cpd:C12869	kegg_compound	CHEBI:32172	Suplatast tosilate		high
cpd:C12268	kegg_compound	CHEBI:32174	syringomycin		high
cpd:C12919	kegg_compound	CHEBI:32176	tacalcitol		high
cpd:C19292	kegg_compound	CHEBI:32178	Talc		high
cpd:C10912	kegg_compound	CHEBI:3218	2-(tert-butylimino)-5-phenyl-3-(propan-2-yl)-1,3,5-thiadiazinan-4-one		high
cpd:C12864	kegg_compound	CHEBI:32181	tamibarotene		high
cpd:C12531	kegg_compound	CHEBI:32184	tazarotene		high
cpd:C12179	kegg_compound	CHEBI:32185	tazettine		high
cpd:C12673	kegg_compound	CHEBI:32188	Tegafur		high
cpd:C06860	kegg_compound	CHEBI:3219	bupropion		high
cpd:C12371	kegg_compound	CHEBI:32197	tetracenomycin A2		high
cpd:C12377	kegg_compound	CHEBI:32198	tetracenomycin B1		high
cpd:C12378	kegg_compound	CHEBI:32199	tetracenomycin B2		high
cpd:C12369	kegg_compound	CHEBI:32200	tetracenomycin B3		high
cpd:C12376	kegg_compound	CHEBI:32201	tetracenomycin D1		high
cpd:C12368	kegg_compound	CHEBI:32202	tetracenomycin D3		high
cpd:C12375	kegg_compound	CHEBI:32203	tetracenomycin D3 methyl ester		high
cpd:C12367	kegg_compound	CHEBI:32205	tetracenomycin F1		high
cpd:C12373	kegg_compound	CHEBI:32206	tetracenomycin F1 methyl ester		high
cpd:C12366	kegg_compound	CHEBI:32207	tetracenomycin F2		high
cpd:C12372	kegg_compound	CHEBI:32208	tetracenomycin M		high
cpd:C12380	kegg_compound	CHEBI:32209	tetracenomycin X		high
cpd:C07448	kegg_compound	CHEBI:3221	Burimamide		high
cpd:C12396	kegg_compound	CHEBI:32211	tetrangomycin		high
cpd:C12397	kegg_compound	CHEBI:32212	tetrangulol		high
cpd:C12853	kegg_compound	CHEBI:32215	thiamphenicol		high
cpd:C10547	kegg_compound	CHEBI:3222	burseran		high
cpd:C12768	kegg_compound	CHEBI:32226	Timepidium bromide		high
cpd:C12876	kegg_compound	CHEBI:32229	Tiopronin		high
cpd:C06861	kegg_compound	CHEBI:3223	buspirone		high
