# curie_map:
#   CHEBI: "http://purl.obolibrary.org/obo/CHEBI_"
#   FOODON: "http://purl.obolibrary.org/obo/FOODON_"
#   UBERON: "http://purl.obolibrary.org/obo/UBERON_"
#   ENVO: "http://purl.obolibrary.org/obo/ENVO_"
#   NCIT: "http://purl.obolibrary.org/obo/NCIT_"
#   MICRO: "http://purl.obolibrary.org/obo/MICRO_"
#   mesh: "http://id.nlm.nih.gov/mesh/"
#   BTO: "http://purl.obolibrary.org/obo/BTO_"
#   kgmicrobe.compound: "https://w3id.org/kg-microbe/compound/"
#   kgmicrobe.ingredient: "https://w3id.org/kg-microbe/ingredient/"
#   cas: "https://commonchemistry.cas.org/detail?cas_rn="
#   registry: "https://w3id.org/kg-microbe/registry/"
#   MIM: "https://github.com/CultureBotAI/MediaIngredientMech/blob/main/data/ingredients/mapped/"
#   obo: "http://purl.obolibrary.org/obo/"
#   kgm: "https://w3id.org/kg-microbe/"
#   semapv: "https://w3id.org/semapv/vocab/"
#   skos: "http://www.w3.org/2004/02/skos/core#"
#   orcid: "https://orcid.org/"
#   cbclaw: "https://github.com/culturebotai/culturebotai-claw/blob/main/"
# license: "https://creativecommons.org/publicdomain/zero/1.0/"
# mapping_set_id: "https://w3id.org/sssom/mappings/culturebotai_mim_ingredient"
# mapping_set_version: "2026-09-06"
# mapping_set_description: "Canonical MediaIngredientMech → ingredient-ontology mappings (CHEBI + FOODON; UBERON/ENVO when populated). One row per mapped MIM ingredient record. Per-row object_source distinguishes ontologies. Predicate is skos:exactMatch by default; narrowMatch/broadMatch/closeMatch where residual-P2.5 triage found a specificity or symmetry difference, or where mapping_quality != EXACT_MATCH. The `source` extension column records the upstream origin (MIM evidence + kg-microbe source pipeline, CHEBI only)."
# mapping_date: "2026-09-06"
# creator_id:
#   - "orcid:0000-0001-8175-045X"
# subject_source: "MIM:ingredients"
# extension_definitions:
#   - slot_name: source
#     property: "cbclaw:provenance-source"
#     type_hint: "xsd:string"
#   - slot_name: validation_method
#     property: "cbclaw:validation-method"
#     type_hint: "xsd:string"
subject_id	subject_label	predicate_id	object_id	object_label	object_source	mapping_justification	source	mapping_date	confidence	comment	other	validation_method
MIM:Lacto-N-fucopentaose_III	Lacto-N-fucopentaose III	skos:narrowMatch	mesh:C434666	lacto-N-fucopentaose III	registry:mesh	semapv:ManualMappingCuration	MIM:CultureBotHT|MIM:MESH via OLS (label-exact)|MIM:curator=migrate_media_roles_to_facets	2026-07-20	0.9			none|UNKNOWN_TERM|2026-07-07
MIM:Lacto-N-fucopentaose_III	Lacto-N-fucopentaose III	skos:exactMatch	cas:25541-09-7	Lacto-N-fucopentaose III	registry:cas	semapv:ManualMappingCuration	MIM:CultureBotHT|MIM:MESH via OLS (label-exact)|MIM:curator=migrate_media_roles_to_facets	2026-07-20	0.99	Registry/identity row preserving cas:25541-09-7 alongside parent mesh:C434666.	CAS:25541-09-7	none|UNKNOWN_TERM|2026-07-07
MIM:Lacto-N-fucopentaose_III	Lacto-N-fucopentaose III	skos:exactMatch	kgmicrobe.compound:lacto-n-fucopentaose_iii	Lacto-N-fucopentaose III	kgm:compound	semapv:ManualMappingCuration	MIM:CultureBotHT|MIM:MESH via OLS (label-exact)|MIM:curator=migrate_media_roles_to_facets	2026-07-20	0.99	Registry/identity row (Rule B1) for narrowMatch subject; kg-microbe primary id kgmicrobe.compound:lacto-n-fucopentaose_iii alongside parent mesh:C434666.	CAS:25541-09-7	none|UNKNOWN_TERM|2026-07-07
MIM:Lacto-N-neotetraose	Lacto-N-neotetraose	skos:exactMatch	CHEBI:60239	beta-D-Gal-(1->4)-beta-D-GlcNAc-(1->3)-beta-D-Gal-(1->4)-D-Glc	obo:chebi.owl	semapv:ManualMappingCuration	MIM:CultureBotHT|MIM:curator=regrade_synonym_matches|kgm:chebi_xrefs|kgm:mediaingredientmech_reviewed|kgm:mediaingredientmech_reviewed[curator=audit_cas_chebi_followup]|kgm:mediaingredientmech_reviewed[curator=auto_classify_ingredient_type]|kgm:mediaingredientmech_reviewed[curator=infer_roles_from_name_lists]|kgm:mediaingredientmech_reviewed[curator=regrade_synonym_matches]	2026-08-24	0.9		beta-D-galactopyranosyl-(1->4)-2-acetamido-2-deoxy-beta-D-glucopyranosyl-(1->3)-beta-D-galactopyranosyl-(1->4)-D-glucopyranose|CAS:13007-32-4	OAK+OLS:chebi|CONFIRMED|2026-07-07
MIM:Lacto-N-tetraose	Lacto-N-tetraose	skos:exactMatch	CHEBI:30248	beta-D-Gal-(1->3)-beta-D-GlcNAc-(1->3)-beta-D-Gal-(1->4)-D-Glc	obo:chebi.owl	semapv:ManualMappingCuration	MIM:CultureBotHT|MIM:CHEBI via PubChem (pubchem-xref)|MIM:MIM curation (#326)|MIM:curator=regrade_identical_formula_parents|kgm:chebi_xrefs|kgm:mediaingredientmech_reviewed|kgm:mediaingredientmech_reviewed[curator=backfill_parent_terms]|kgm:mediaingredientmech_reviewed[curator=infer_roles_from_name_lists]|kgm:primary_mappings[kegg_compound]	2026-08-13	0.99		beta-D-galactopyranosyl-(1->3)-2-acetamido-2-deoxy-beta-D-glucopyranosyl-(1->3)-beta-D-galactopyranosyl-(1->4)-D-glucopyranose|CAS:14116-68-8	OAK+OLS:chebi|CONFIRMED|2026-07-07
MIM:Lacto-N-tetraose	Lacto-N-tetraose	skos:exactMatch	cas:14116-68-8	Lacto-N-tetraose	registry:cas	semapv:ManualMappingCuration	MIM:CultureBotHT|MIM:CHEBI via PubChem (pubchem-xref)|MIM:MIM curation (#326)|MIM:curator=regrade_identical_formula_parents|kgm:chebi_xrefs|kgm:mediaingredientmech_reviewed|kgm:mediaingredientmech_reviewed[curator=backfill_parent_terms]|kgm:mediaingredientmech_reviewed[curator=infer_roles_from_name_lists]|kgm:primary_mappings[kegg_compound]	2026-08-13	0.99	Registry/identity row preserving cas:14116-68-8 alongside parent CHEBI:30248.	CAS:14116-68-8	none|UNKNOWN_TERM|2026-07-07
MIM:Lactone	Lactone	skos:exactMatch	CHEBI:25000	lactone	obo:chebi.owl	semapv:LexicalMatching	MIM:microbedecoder|MIM:curator=review-ingredients|kgm:mediaingredientmech_reviewed|kgm:mediaingredientmech_reviewed[curator=review-ingredients]	2026-08-04	0.99			manual:review-ingredients|APPROVED|2026-08-04
MIM:Lactose	Lactose	skos:exactMatch	CHEBI:17716	lactose	obo:chebi.owl	semapv:LexicalMatching	MIM:CultureMech|MIM:PubMed search ('Lactose')|MIM:curator=claude_sssom_surface_form_backfill|kgm:chebi_xrefs|kgm:culturebotai_reviewed|kgm:mediadive_compounds|kgm:mediaingredientmech_reviewed|kgm:mediaingredientmech_reviewed[curator=auto_classify_ingredient_type]|kgm:mediaingredientmech_reviewed[curator=correct_stale_ontology_labels.py]|kgm:mediaingredientmech_reviewed[curator=issue_213_grounding]|kgm:metatraits_chemical_synonyms[manual_2026-04-07]|kgm:primary_mappings[bacdive_api]|kgm:primary_mappings[chemicals_sssom]|kgm:primary_mappings[kegg_compound]	2026-09-02	0.99		(+)-lactose|1-beta-D-Galactopyranosyl-4-D-glucopyranose|4-(beta-D-galactosido)-D-glucose|4-O-beta-D-galactopyranosyl-D-glucose|4-O-beta-D-galactopyranosyl-beta-D-glucopyranose|D-lactose|D-lactose (lactose)|Galb1-4Glcb|Galbeta1-4Glc|Galbeta1-4Glcbeta|Lac|Laktobiose|Laktose|Milchzucker|beta lactose|beta-D-Gal-(1->4)-D-Glc|beta-D-Galp-(1->4)-D-Glcp|beta-D-Galp-(1->4)-beta-D-Glcp|beta-D-galactopyranosyl-(1->4)-D-glucopyranose|(2)-D-lactose|Lactose monohydrate|beta-D-Lactose|beta-D-galactopyranosyl-(1->4)-beta-D-glucose|beta-D-glucopyranose, 4-O-beta-D-galactopyranosyl-|CAS:63-42-3	OAK+OLS:chebi|SYNONYM_ENRICH|2026-07-07
MIM:Lactulose	Lactulose	skos:exactMatch	CHEBI:6359	lactulose	obo:chebi.owl	semapv:LexicalMatching	MIM:CultureBotHT|MIM:curator=migrate_media_roles_to_facets|kgm:chebi_xrefs|kgm:mediaingredientmech_reviewed|kgm:mediaingredientmech_reviewed[curator=audit_integrate_culturebotht]|kgm:mediaingredientmech_reviewed[curator=auto_classify_ingredient_type]|kgm:mediaingredientmech_reviewed[curator=infer_roles_from_chebi_ancestry]|kgm:mediaingredientmech_reviewed[curator=migrate_media_roles_to_facets]|kgm:primary_mappings[kegg_compound]	2026-07-20	0.99		4-O-beta-D-galactopyranosyl-beta-D-fructofuranose|CAS:4618-18-2	OAK+OLS:chebi|CONFIRMED|2026-07-07
MIM:Laminaribiose	Laminaribiose	skos:exactMatch	CHEBI:18411	laminarabiose	obo:chebi.owl	semapv:ManualMappingCuration	MIM:CultureBotHT|MIM:curator=regrade_synonym_matches|kgm:chebi_xrefs|kgm:mediaingredientmech_reviewed|kgm:mediaingredientmech_reviewed[curator=audit_cas_chebi_followup]|kgm:mediaingredientmech_reviewed[curator=auto_classify_ingredient_type]|kgm:mediaingredientmech_reviewed[curator=infer_roles_from_chebi_ancestry]|kgm:mediaingredientmech_reviewed[curator=regrade_synonym_matches]|kgm:primary_mappings[kegg_compound]	2026-08-24	0.9		beta-D-glucopyranosyl-(1->3)-D-glucopyranose|CAS:34980-39-7	OAK+OLS:chebi|CONFIRMED|2026-07-07
MIM:Laminarin_From_Laminaria_Digitata	Laminarin from Laminaria digitata	skos:exactMatch	CHEBI:6364	laminarin	obo:chebi.owl	semapv:ManualMappingCuration	MIM:CultureBotHT|MIM:curator=regrade_synonym_matches|kgm:chebi_xrefs|kgm:mediaingredientmech_reviewed|kgm:mediaingredientmech_reviewed[curator=audit_cas_chebi_followup]|kgm:mediaingredientmech_reviewed[curator=auto_classify_ingredient_type]|kgm:mediaingredientmech_reviewed[curator=infer_roles_from_chebi_ancestry]|kgm:mediaingredientmech_reviewed[curator=migrate_media_roles_to_facets]|kgm:primary_mappings[kegg_compound]	2026-08-24	0.9		CAS:9008-22-4	OAK+OLS:chebi|SYNONYM_ENRICH|2026-07-07
MIM:Lanthanum_Iii_Chloride	Lanthanum (III) chloride	skos:narrowMatch	CHEBI:231515	lanthanum trichloride	obo:chebi.owl	semapv:ManualMappingCuration	MIM:CultureBotHT|MIM:CHEBI via PubChem (pubchem-xref)|MIM:curator=backfill_parent_terms|kgm:chebi_xrefs|kgm:mediaingredientmech_reviewed|kgm:mediaingredientmech_reviewed[curator=backfill_parent_terms]	2026-05-02	0.9			OAK+OLS:chebi|SYNONYM_ENRICH|2026-07-07
MIM:Lanthanum_Iii_Chloride	Lanthanum (III) chloride	skos:exactMatch	cas:20211-76-1	Lanthanum (III) chloride	registry:cas	semapv:ManualMappingCuration	MIM:CultureBotHT|MIM:CHEBI via PubChem (pubchem-xref)|MIM:curator=backfill_parent_terms|kgm:chebi_xrefs|kgm:mediaingredientmech_reviewed|kgm:mediaingredientmech_reviewed[curator=backfill_parent_terms]	2026-05-02	0.99	Registry/identity row preserving cas:20211-76-1 alongside parent CHEBI:231515.	CAS:20211-76-1	none|UNKNOWN_TERM|2026-07-07
MIM:Lanthanum_Iii_Chloride	Lanthanum (III) chloride	skos:exactMatch	kgmicrobe.compound:lanthanum_iii_chloride	Lanthanum (III) chloride	kgm:compound	semapv:ManualMappingCuration	MIM:CultureBotHT|MIM:CHEBI via PubChem (pubchem-xref)|MIM:curator=backfill_parent_terms|kgm:chebi_xrefs|kgm:mediaingredientmech_reviewed|kgm:mediaingredientmech_reviewed[curator=backfill_parent_terms]	2026-05-02	0.99	Registry/identity row (Rule B1) for narrowMatch subject; kg-microbe primary id kgmicrobe.compound:lanthanum_iii_chloride alongside parent CHEBI:231515.	CAS:20211-76-1	none|UNKNOWN_TERM|2026-07-07
MIM:Lapachol	Lapachol	skos:exactMatch	CHEBI:6377	lapachol	obo:chebi.owl	semapv:LexicalMatching	MIM:CultureBotHT|MIM:curator=auto_classify_ingredient_type|kgm:chebi_xrefs|kgm:mediaingredientmech_reviewed|kgm:mediaingredientmech_reviewed[curator=audit_integrate_culturebotht]|kgm:mediaingredientmech_reviewed[curator=auto_classify_ingredient_type]|kgm:primary_mappings[kegg_compound]	2026-05-02	0.99		2-hydroxy-3-(3-methylbut-2-en-1-yl)naphthalene-1,4-dione|CAS:84-79-7	OAK+OLS:chebi|CONFIRMED|2026-07-07
MIM:Lauric_Acid	Lauric acid	skos:exactMatch	CHEBI:30805	dodecanoic acid	obo:chebi.owl	semapv:ManualMappingCuration	MIM:CultureBotHT|MIM:curator=regrade_synonym_matches|kgm:chebi_xrefs|kgm:mediaingredientmech_reviewed|kgm:mediaingredientmech_reviewed[curator=audit_cas_chebi_followup]|kgm:mediaingredientmech_reviewed[curator=auto_classify_ingredient_type]|kgm:mediaingredientmech_reviewed[curator=regrade_synonym_matches]|kgm:primary_mappings[kegg_compound]	2026-08-24	0.9		CAS:143-07-7	OAK+OLS:chebi|CONFIRMED|2026-07-07
MIM:Lawsone	Lawsone	skos:exactMatch	CHEBI:44401	lawsone	obo:chebi.owl	semapv:LexicalMatching	MIM:CultureBotHT|MIM:curator=auto_classify_ingredient_type|kgm:chebi_xrefs|kgm:mediaingredientmech_reviewed|kgm:mediaingredientmech_reviewed[curator=audit_integrate_culturebotht]|kgm:mediaingredientmech_reviewed[curator=auto_classify_ingredient_type]|kgm:primary_mappings[kegg_compound]	2026-05-02	0.99		2-hydroxynaphthalene-1,4-dione|CAS:83-72-7	OAK+OLS:chebi|CONFIRMED|2026-07-07
MIM:Lead_Ii_Chloride	lead (II) chloride	skos:exactMatch	CHEBI:88212	lead(II) chloride	obo:chebi.owl	semapv:ManualMappingCuration	MIM:CultureBotHT|MIM:curator=regrade_synonym_matches|kgm:mediaingredientmech_reviewed|kgm:mediaingredientmech_reviewed[curator=audit_cas_chebi_followup]|kgm:mediaingredientmech_reviewed[curator=auto_classify_ingredient_type]	2026-08-24	0.9		dichloro-lambda(2)-plumbane|lead(2+) dichloride|CAS:7758-95-4	OAK+OLS:chebi|SYNONYM_ENRICH|2026-07-07
MIM:Lead_Ii_Nitrate	Lead (II) nitrate	skos:exactMatch	CHEBI:37187	lead nitrate	obo:chebi.owl	semapv:ManualMappingCuration	MIM:CultureBotHT|MIM:curator=regrade_synonym_matches|kgm:chebi_xrefs|kgm:mediaingredientmech_reviewed|kgm:mediaingredientmech_reviewed[curator=audit_cas_chebi_followup]|kgm:mediaingredientmech_reviewed[curator=auto_classify_ingredient_type]|kgm:mediaingredientmech_reviewed[curator=regrade_synonym_matches]|kgm:primary_mappings[kegg_compound]	2026-08-24	0.9		lead dinitrate|lead(2+) nitrate|lead(II) nitrate|CAS:10099-74-8	OAK+OLS:chebi|SYNONYM_ENRICH|2026-07-07
MIM:Lecithin	Lecithin	skos:exactMatch	CHEBI:61995	lecithin	obo:chebi.owl	semapv:LexicalMatching	MIM:microbedecoder|MIM:curator=review-ingredients|kgm:chebi_xrefs|kgm:mediaingredientmech_reviewed|kgm:mediaingredientmech_reviewed[curator=review-ingredients]	2026-08-04	0.99			manual:review-ingredients|APPROVED|2026-08-04
MIM:Legionella_Agar_Enrichment	Legionella agar enrichment	skos:exactMatch	kgmicrobe.ingredient:legionella_agar_enrichment	Legionella agar enrichment	kgm:ingredient	semapv:ManualMappingCuration	MIM:MIM curation (#288)|MIM:curator=claude_culturemech_alias_backfill	2026-08-30	0.9		Legionella agar enrichment (BD-Difco)	none|UNKNOWN_TERM|2026-09-02
MIM:Lemon	Lemon	skos:exactMatch	NCIT:C72005	Lemon	obo:ncit.owl	semapv:LexicalMatching	MIM:mim-queue|MIM:curator=refresh_occurrence_statistics	2026-08-27	0.99			none|UNKNOWN_TERM|2026-07-07
MIM:Lentilan_From_Mushroom	Lentilan from mushroom	skos:exactMatch	CHEBI:31770	lentinan	obo:chebi.owl	semapv:ManualMappingCuration	MIM:CultureBotHT|MIM:curator=regrade_synonym_matches|kgm:chebi_xrefs|kgm:mediaingredientmech_reviewed|kgm:mediaingredientmech_reviewed[curator=audit_cas_chebi_followup]|kgm:mediaingredientmech_reviewed[curator=auto_classify_ingredient_type]|kgm:mediaingredientmech_reviewed[curator=infer_roles_from_chebi_ancestry]|kgm:mediaingredientmech_reviewed[curator=migrate_media_roles_to_facets]|kgm:primary_mappings[kegg_compound]	2026-08-24	0.9		CAS:37339-90-5	OAK+OLS:chebi|SYNONYM_ENRICH|2026-07-07
MIM:Leucodin	Leucodin	skos:exactMatch	CHEBI:4441	Desacetoxymatricarin	obo:chebi.owl	semapv:ManualMappingCuration	MIM:CultureBotHT|MIM:curator=regrade_synonym_matches|kgm:chebi_xrefs|kgm:mediaingredientmech_reviewed|kgm:mediaingredientmech_reviewed[curator=audit_cas_chebi_followup]|kgm:mediaingredientmech_reviewed[curator=auto_classify_ingredient_type]|kgm:mediaingredientmech_reviewed[curator=regrade_synonym_matches]|kgm:primary_mappings[kegg_compound]	2026-08-24	0.9		CAS:17946-87-1	OAK+OLS:chebi|CONFIRMED|2026-07-07
MIM:Leupeptin	Leupeptin	skos:exactMatch	CHEBI:6426	leupeptin	obo:chebi.owl	semapv:LexicalMatching	MIM:microbedecoder|MIM:curator=classify_ingredient_type|kgm:chebi_xrefs|kgm:mediaingredientmech_reviewed|kgm:mediaingredientmech_reviewed[curator=classify_ingredient_type]|kgm:mediaingredientmech_reviewed[curator=review-ingredients]|kgm:primary_mappings[kegg_compound]	2026-08-13	0.99			manual:review-ingredients|APPROVED|2026-08-04
MIM:Levan_-_From_Erwinia_Herbicola	Levan - from Erwinia herbicola	skos:exactMatch	CHEBI:16703	(2->6)-beta-D-fructan	obo:chebi.owl	semapv:LexicalMatching	MIM:CultureBotHT|MIM:curator=migrate_media_roles_to_facets|kgm:chebi_xrefs|kgm:mediaingredientmech_reviewed|kgm:mediaingredientmech_reviewed[curator=audit_cas_chebi_followup]|kgm:mediaingredientmech_reviewed[curator=auto_classify_ingredient_type]|kgm:mediaingredientmech_reviewed[curator=infer_roles_from_chebi_ancestry]|kgm:mediaingredientmech_reviewed[curator=migrate_media_roles_to_facets]|kgm:primary_mappings[kegg_compound]	2026-07-20	0.99		(2->6)-beta-D-fructofuranan|CAS:9013-95-0	OAK+OLS:chebi|SYNONYM_ENRICH|2026-07-07
MIM:Levodopa	Levodopa	skos:exactMatch	CHEBI:15765	L-dopa	obo:chebi.owl	semapv:ManualMappingCuration	MIM:CultureBotHT|MIM:curator=regrade_synonym_matches|kgm:chebi_xrefs|kgm:mediaingredientmech_reviewed|kgm:mediaingredientmech_reviewed[curator=audit_cas_chebi_followup]|kgm:mediaingredientmech_reviewed[curator=auto_classify_ingredient_type]|kgm:mediaingredientmech_reviewed[curator=infer_roles_from_chebi_ancestry]|kgm:mediaingredientmech_reviewed[curator=regrade_synonym_matches]|kgm:primary_mappings[kegg_compound]	2026-08-24	0.9		(2S)-2-amino-3-(3,4-dihydroxyphenyl)propanoic acid|CAS:59-92-7	OAK+OLS:chebi|CONFIRMED|2026-07-07
MIM:Levofloxacin	Levofloxacin	skos:exactMatch	CHEBI:63598	levofloxacin	obo:chebi.owl	semapv:LexicalMatching	MIM:CultureBotHT|MIM:curator=migrate_media_roles_to_facets|kgm:bacdive_antibiotics[manual_pre-2026]|kgm:bacdive_metabolites|kgm:chebi_xrefs|kgm:mediaingredientmech_reviewed|kgm:mediaingredientmech_reviewed[curator=audit_integrate_culturebotht]|kgm:mediaingredientmech_reviewed[curator=auto_classify_ingredient_type]|kgm:mediaingredientmech_reviewed[curator=infer_roles_from_name_lists]|kgm:mediaingredientmech_reviewed[curator=migrate_media_roles_to_facets]|kgm:primary_mappings[bacdive_metabolite]|kgm:primary_mappings[kegg_compound]	2026-07-20	0.99		(3S)-9-fluoro-3-methyl-10-(4-methylpiperazin-1-yl)-7-oxo-2,3-dihydro-7H-[1,4]oxazino[2,3,4-ij]quinoline-6-carboxylic acid|CAS:100986-85-4	OAK+OLS:chebi|CONFIRMED|2026-07-07
MIM:Levomenthol	Levomenthol	skos:exactMatch	CHEBI:15409	(-)-menthol	obo:chebi.owl	semapv:ManualMappingCuration	MIM:CultureBotHT|MIM:curator=claude_sssom_surface_form_backfill|kgm:chebi_xrefs|kgm:mediaingredientmech_reviewed|kgm:mediaingredientmech_reviewed[curator=audit_cas_chebi_followup]|kgm:mediaingredientmech_reviewed[curator=auto_classify_ingredient_type]|kgm:primary_mappings[kegg_compound]	2026-09-02	0.9		(1R,2S,5R)-5-methyl-2-(propan-2-yl)cyclohexan-1-ol|(+-)-menthol|DL-menthol|rac-(1R,2S,5R)-5-methyl-2-(propan-2-yl)cyclohexan-1-ol|rac-menthol|racementhol|racementholum|racementol|CAS:2216-51-5	OAK+OLS:chebi|CONFIRMED|2026-07-07
MIM:Levorin	Levorin	skos:exactMatch	mesh:D002174	Candicidin	registry:mesh	semapv:LexicalMatching	MIM:kg-microbe metatraits unmapped_compounds.tsv|MIM:MESH via EBI OLS exact synonym search|MIM:curator=unknown_term_placeholder_ols_review	2026-05-06	0.99			none|UNKNOWN_TERM|2026-07-07
MIM:Levulinic_Acid	Levulinic Acid	skos:exactMatch	CHEBI:45630	4-oxopentanoic acid	obo:chebi.owl	semapv:ManualMappingCuration	MIM:CultureBotHT|MIM:curator=refresh_occurrence_statistics|kgm:chebi_xrefs|kgm:culturebotai_reviewed|kgm:mediaingredientmech_reviewed|kgm:mediaingredientmech_reviewed[curator=audit_cas_chebi_followup]|kgm:mediaingredientmech_reviewed[curator=auto_classify_ingredient_type]|kgm:mediaingredientmech_reviewed[curator=infer_roles_from_name_lists]|kgm:mediaingredientmech_reviewed[curator=regrade_synonym_matches]	2026-08-27	0.9		CAS:123-76-2	OAK+OLS:chebi|CONFIRMED|2026-07-07
MIM:Lichenan_Icelandic_Moss	Lichenan (icelandic moss)	skos:narrowMatch	CHEBI:6452	lichenin	obo:chebi.owl	semapv:ManualMappingCuration	MIM:CultureBotHT|MIM:MIM curation (#322)|MIM:curator=mint_registry_for_narrow_records|kgm:chebi_xrefs|kgm:mediaingredientmech_reviewed|kgm:mediaingredientmech_reviewed[curator=audit_cas_chebi_followup]|kgm:mediaingredientmech_reviewed[curator=auto_classify_ingredient_type]|kgm:mediaingredientmech_reviewed[curator=infer_roles_from_chebi_ancestry]|kgm:primary_mappings[kegg_compound]	2026-08-13	0.9			OAK+OLS:chebi|SYNONYM_ENRICH|2026-07-07
MIM:Lichenan_Icelandic_Moss	Lichenan (icelandic moss)	skos:exactMatch	kgmicrobe.ingredient:lichenan_icelandic_moss	Lichenan (icelandic moss)	kgm:ingredient	semapv:ManualMappingCuration	MIM:CultureBotHT|MIM:MIM curation (#322)|MIM:curator=mint_registry_for_narrow_records|kgm:chebi_xrefs|kgm:mediaingredientmech_reviewed|kgm:mediaingredientmech_reviewed[curator=audit_cas_chebi_followup]|kgm:mediaingredientmech_reviewed[curator=auto_classify_ingredient_type]|kgm:mediaingredientmech_reviewed[curator=infer_roles_from_chebi_ancestry]|kgm:primary_mappings[kegg_compound]	2026-08-13	0.99	Registry/identity row preserving kgmicrobe.ingredient:lichenan_icelandic_moss alongside parent CHEBI:6452.	CAS:1402-10-4	none|UNKNOWN_TERM|2026-09-02
MIM:Lichenan_Icelandic_Moss	Lichenan (icelandic moss)	skos:exactMatch	kgmicrobe.compound:lichenan_icelandic_moss	Lichenan (icelandic moss)	kgm:compound	semapv:ManualMappingCuration	MIM:CultureBotHT|MIM:MIM curation (#322)|MIM:curator=mint_registry_for_narrow_records|kgm:chebi_xrefs|kgm:mediaingredientmech_reviewed|kgm:mediaingredientmech_reviewed[curator=audit_cas_chebi_followup]|kgm:mediaingredientmech_reviewed[curator=auto_classify_ingredient_type]|kgm:mediaingredientmech_reviewed[curator=infer_roles_from_chebi_ancestry]|kgm:primary_mappings[kegg_compound]	2026-08-13	0.99	Registry/identity row (Rule B1) for narrowMatch subject; kg-microbe primary id kgmicrobe.compound:lichenan_icelandic_moss alongside parent CHEBI:6452.	CAS:1402-10-4	none|UNKNOWN_TERM|2026-09-02
MIM:Licl	LiCl	skos:exactMatch	CHEBI:48607	lithium chloride	obo:chebi.owl	semapv:ManualMappingCuration	MIM:CultureMech|MIM:curator=claude_sssom_surface_form_backfill|kgm:bacdive_antibiotics[manual_pre-2026]|kgm:bacdive_metabolites|kgm:chebi_xrefs|kgm:culturebotai_reviewed|kgm:mediadive_compounds|kgm:mediaingredientmech_reviewed|kgm:mediaingredientmech_reviewed[curator=auto_classify_ingredient_type]|kgm:mediaingredientmech_reviewed[curator=backfill_parent_terms]|kgm:mediaingredientmech_reviewed[curator=cbclaw_kg_microbe_sweep]|kgm:mediaingredientmech_reviewed[curator=extract_roles_from_synonyms]|kgm:mediaingredientmech_reviewed[curator=regrade_synonym_matches]|kgm:primary_mappings[bacdive_metabolite]	2026-09-02	0.99		Lithium chloride hydrate|Lithiumchlorid|chlorure de lithium|cloruro de litio|lithii chloridum|LiCl.H O|CAS:7447-41-8	OAK+OLS:chebi|CONFIRMED|2026-07-07
MIM:Lignin	Lignin	skos:exactMatch	CHEBI:6457	lignin	obo:chebi.owl	semapv:LexicalMatching	MIM:microbedecoder|MIM:curator=review-ingredients|kgm:chebi_xrefs|kgm:mediaingredientmech_reviewed|kgm:mediaingredientmech_reviewed[curator=review-ingredients]	2026-08-04	0.99			manual:review-ingredients|APPROVED|2026-08-04
MIM:Lignin_Alkali	Lignin alkali	skos:exactMatch	cas:8068-05-1	Lignin alkali	registry:cas	semapv:ManualMappingCuration	MIM:CultureBotHT|MIM:curator=auto_classify_ingredient_type	2026-05-02	0.9		CAS:8068-05-1	none|UNKNOWN_TERM|2026-07-07
MIM:Limocrocin	Limocrocin	skos:exactMatch	mesh:C079132	limocrocin	registry:mesh	semapv:LexicalMatching	MIM:kg-microbe metatraits unmapped_compounds.tsv|MIM:MESH via OLS search|MIM:curator=auto_classify_ingredient_type	2026-05-01	0.99			none|UNKNOWN_TERM|2026-07-07
MIM:Limonin	Limonin	skos:exactMatch	CHEBI:16226	limonin	obo:chebi.owl	semapv:LexicalMatching	MIM:CultureBotHT|MIM:curator=auto_classify_ingredient_type|kgm:chebi_xrefs|kgm:mediaingredientmech_reviewed|kgm:mediaingredientmech_reviewed[curator=audit_integrate_culturebotht]|kgm:mediaingredientmech_reviewed[curator=auto_classify_ingredient_type]|kgm:primary_mappings[kegg_compound]	2026-05-02	0.99		(4aS,6aR,8aR,8bR,9aS,12R,12aS,14aR,14bR)-12-(3-furyl)-6,6,8a,12a-tetramethyldecahydro-3H-oxireno[d]pyrano[4',3':3,3a][2]benzofuro[5,4-f]isochromene-3,8,10(6H,9aH)-trione|CAS:1180-71-8	OAK+OLS:chebi|CONFIRMED|2026-07-07
MIM:Linalool	Linalool	skos:exactMatch	CHEBI:17580	linalool	obo:chebi.owl	semapv:LexicalMatching	MIM:CultureBotHT|MIM:curator=auto_classify_ingredient_type|kgm:chebi_xrefs|kgm:mediaingredientmech_reviewed|kgm:mediaingredientmech_reviewed[curator=audit_integrate_culturebotht]|kgm:mediaingredientmech_reviewed[curator=auto_classify_ingredient_type]|kgm:primary_mappings[kegg_compound]	2026-05-02	0.99		3,7-Dimethylocta-1,6-dien-3-ol|CAS:78-70-6	OAK+OLS:chebi|CONFIRMED|2026-07-07
